index,signal,label
139,1.645813 1.752014 2.092896 2.829895 3.894653 4.542847 4.507751 3.550110 1.921387 0.159912 -1.309204 -1.695862 -1.330872 -0.285339 0.741577 1.326904,1
140,1.647949 1.829529 1.975708 1.977539 1.745911 1.454468 1.245728 1.230774 1.395569 1.551514,1
141,1.653137 1.694336 1.752930 1.788330 1.819153 1.863098 1.932678 2.008667 1.994629 1.878052 1.685181 1.466064 1.242676 1.101074 1.087646 1.181641 1.333923 1.480408,1
142,1.644897 1.737061 2.020874 2.376709 2.446899 2.188416 1.585999 0.974426 0.765686 0.776978 1.115417 1.425476,1
143,1.640015 1.737976 1.868591 1.875610 1.716919 1.512756 1.356201 1.348572 1.470032,1
144,1.655273 1.737061 1.974182 2.213440 2.238464 1.963501 1.523743 1.126709 1.033936 1.128540 1.365662 1.530762,1
145,1.646118 1.771851 2.164307 3.035278 4.292908 4.950867 4.610291 2.835388 0.574646 -1.411133 -2.036133 -1.589661 -0.345459 0.793457 1.372070,1
146,1.652832 1.872864 2.387390 3.476257 4.648132 4.949036 4.380493 2.662659 0.588989 -1.372986 -2.200623 -1.971130 -0.808716 0.534363 1.294250,1
147,1.637268 1.741943 2.039185 2.861633 3.707886 3.723755 2.929382 1.402893 -0.135803 -0.724182 -0.612183 0.345459 1.130676 1.491089,1
148,1.651611 1.757812 2.209778 3.474426 6.128235 7.427979 7.099304 4.525757 0.314026 -3.600159 -4.943237 -4.846497 -2.432556 -0.055847 1.123352,1
149,1.658936 1.713867 1.802063 1.836243 1.816406 1.747131 1.624756 1.500244 1.430054 1.424255 1.475830,1
150,1.652832 1.791077 2.198792 3.117981 4.275208 4.782104 4.489136 3.074341 1.162109 -0.771790 -1.799316 -1.750488 -0.940857 0.284729 1.115417 1.501770,1
151,1.656494 1.738281 1.985474 2.559814 3.508606 4.223633 4.398499 3.861694 2.510376 0.937805 -0.606995 -1.381226 -1.318665 -0.687256 0.357971 1.123352 1.515198,1
152,1.655579 1.868286 2.476807 3.638306 4.002991 3.613281 2.335205 0.729065 -0.317993 -0.492249 -0.011597 0.834961 1.315613 1.520386,1
153,1.680908 1.781311 1.965027 1.996765 1.951904 1.672058 1.370239 1.220703 1.201477 1.260986 1.444092 1.551208,1
154,1.668091 1.753540 1.915283 1.984863 1.949463 1.854248 1.708374 1.522217 1.346741 1.201782 1.185303 1.356812 1.509705,1
155,1.683960 1.814270 2.021179 2.080688 1.870728 1.527405 1.265259 1.238708 1.402588,1
156,1.684570 2.209473 3.082581 3.363647 2.697144 1.359863 0.160522 -0.202942 0.254211 1.073303 1.494446,1
157,1.651917 1.766968 1.893921 1.900635 1.784973 1.578979 1.382751 1.302185 1.348267 1.472473,1
158,1.658936 1.753540 1.854248 1.957092 1.985779 1.896667 1.723328 1.504211 1.290283 1.185913 1.210632 1.325989 1.477966,1
159,1.657715 1.789246 1.994019 2.080688 1.946716 1.639404 1.323547 1.129456 1.163940 1.368408 1.527710,1
160,1.689453 1.698608 1.752319 1.920471 2.078552 2.071228 1.821289 1.442871 1.128540 1.060791 1.134033 1.398621 1.541443,1
161,1.680908 1.764221 1.826477 1.803894 1.675110 1.510620 1.427612 1.431274 1.542053,1
162,1.684875 1.788635 1.812439 1.704712 1.537170 1.418457 1.436768 1.530762,1
163,1.619263 1.860352 2.754211 5.051880 7.612305 7.969971 5.827942 1.089172 -3.645020 -5.195923 -4.670715 -2.017822 0.176086 1.234131,1
164,1.675720 1.723022 1.841125 1.892395 1.875000 1.750183 1.558228 1.339111 1.288757 1.284485 1.411438 1.545715,1
165,1.634827 1.699219 1.875916 2.354431 3.381958 4.556580 5.060425 4.664612 3.143005 1.196899 -0.792542 -1.961060 -2.005615 -1.251221 0.005798 0.965271 1.452026,1
166,1.630859 1.750793 2.276611 3.769226 6.711426 8.582764 7.988281 4.218140 -0.658875 -4.757690 -5.909729 -4.560242 -1.539001 0.521240 1.370239,1
167,1.669617 1.752625 1.821289 1.829529 1.801147 1.692200 1.554565 1.428223 1.399841 1.416626 1.491089,1
168,1.641235 1.753235 2.019653 2.677917 3.666992 3.987122 3.913879 2.904053 1.406860 -0.142517 -0.899048 -0.862427 -0.415649 0.523987 1.173401 1.509705,1
169,1.646118 1.711121 1.838684 1.870728 1.747437 1.538086 1.374207 1.360474 1.480713,1
170,1.647949 1.714478 1.990662 2.531738 2.763062 2.380981 1.542358 0.742493 0.462341 0.723572 1.233521 1.519165,1
171,1.665955 1.760864 1.936035 2.016296 1.876831 1.586304 1.296387 1.194458 1.302795 1.510010,1
172,1.644287 1.775208 2.070618 2.253723 2.142334 1.733704 1.246948 1.009216 1.105957 1.318970 1.490479,1
173,1.692505 1.779480 1.840820 1.862183 1.809998 1.760254 1.721802 1.646729 1.538391 1.443787 1.384583 1.344910 1.307678 1.319885 1.435242 1.525269,1
174,1.667175 1.713562 1.813049 1.805725 1.689758 1.528320 1.430054 1.448975 1.548157,1
175,1.686707 1.826172 1.938171 1.875305 1.675415 1.449585 1.330566 1.392822 1.525574,1
176,1.660461 1.732788 1.979980 2.500000 3.417969 4.498291 5.164490 5.137329 4.284668 2.760620 1.012268 -0.754395 -2.068176 -2.432861 -1.983643 -0.844116 0.343018 1.130371 1.494446,1
177,1.667480 1.803894 2.204590 3.116760 4.817200 6.156921 6.437378 5.395508 2.855530 -0.036316 -2.706909 -3.770752 -3.495483 -2.048035 -0.218811 0.947876 1.460571,1
178,1.675415 2.107239 3.419189 6.062012 7.125244 5.880432 1.871643 -2.320862 -4.133606 -3.741760 -1.140442 0.709229 1.440430,1
179,1.692810 1.956177 2.583618 3.326416 3.434143 2.761536 1.437988 0.151978 -0.399170 -0.159912 0.682678 1.307373,1
180,1.644287 1.741028 2.286072 3.865051 7.301941 9.999695 9.999695 6.675415 0.092163 -6.163940 -8.605347 -7.773132 -3.980103 -0.555420 1.088562,1
181,1.683655 1.835022 2.286377 2.994690 3.197021 2.719421 1.640930 0.491028 -0.067444 0.093384 0.819702 1.365662,1
182,1.663208 1.823730 2.406006 3.988647 6.425171 8.131104 7.678528 4.378662 -0.587158 -4.310913 -5.691528 -4.312744 -1.712952 0.408325 1.346741,1
183,1.608887 1.712646 1.875000 1.893921 1.862183 1.704712 1.506958 1.377258 1.361084 1.379700 1.485596 1.552124,1
184,1.690063 1.770020 1.846924 1.859131 1.825562 1.759644 1.667480 1.538391 1.441040 1.392822 1.409302 1.452942 1.507263 1.553345,1
185,1.647949 1.809082 2.186890 2.973633 4.104614 4.762268 4.664307 3.598938 1.824036 0.028992 -1.138000 -1.475830 -0.982971 0.164185 0.998535 1.406555 1.548462,1
186,1.692505 1.801758 1.842957 1.815796 1.665344 1.517639 1.391602 1.379700 1.411743 1.519165,1
187,1.662292 1.922302 2.647705 4.008789 4.833984 4.102173 1.794128 -0.564270 -1.741333 -1.392517 0.125122 1.189270,1
188,1.623230 1.715393 1.903076 2.004395 1.891785 1.625366 1.370239 1.268921 1.349487 1.502075,1
189,1.685181 1.731873 1.909180 1.984863 1.995850 1.886292 1.628113 1.366272 1.257935 1.249084 1.308594 1.481934,1
190,1.667786 1.865845 2.420959 3.166199 3.266602 2.484436 1.269531 0.163574 -0.122375 0.334473 1.097412 1.470337,1
191,1.646118 1.706543 1.801453 1.813049 1.774292 1.630859 1.480103 1.413269 1.406860 1.499329,1
192,1.599731 1.706543 1.817017 1.893311 1.910400 1.835327 1.704712 1.554565 1.393433 1.281738 1.288757 1.382751 1.502075,1
193,1.658936 1.751404 1.814880 1.752014 1.618042 1.454468 1.396484 1.463013,1
194,1.668701 1.760254 1.902466 1.929932 1.774902 1.494141 1.284180 1.270142 1.394043 1.539917,1
195,1.611328 1.770630 1.976318 2.002869 1.755676 1.423340 1.212158 1.192322 1.392517 1.549683,1
196,1.643372 1.775208 2.120972 2.908630 4.323425 5.229797 5.168457 4.351501 2.585144 0.408936 -1.552429 -2.429810 -2.453918 -1.456909 0.224609 1.754456 3.201904 4.192505 4.463501 3.988953 2.636719 1.048889 -0.501404 -1.285400 -1.242065 -0.572510 0.465393 1.192322 1.531982,1
197,1.690063 1.745911 1.951294 2.102356 2.110901 1.978455 1.646118 1.303711 1.178284 1.151733 1.277466 1.483459,1
198,1.624451 1.716919 2.002869 2.164001 2.056885 1.624756 1.203918 1.049805 1.152344 1.423950,1
199,1.563721 1.993408 2.879333 3.693542 3.753052 2.765198 1.118469 -0.355835 -0.820312 -0.274048 0.722656 1.332092,1
200,1.668396 1.766663 1.851807 1.891174 1.874695 1.777344 1.634827 1.528320 1.430664 1.390381 1.411438 1.448975 1.474915 1.525574,1
201,1.646423 1.748657 1.895447 1.950989 1.842041 1.641846 1.423340 1.272888 1.264648 1.378174 1.523437,1
202,1.645203 1.753540 2.132263 2.975464 4.367981 5.232849 5.248108 4.067993 1.910400 -0.478821 -2.318115 -2.674561 -2.072754 -0.598145 0.663452 1.331177,1
203,1.656189 1.704712 1.788025 1.867981 1.862488 1.799927 1.658936 1.488647 1.384888 1.381836 1.447449 1.534119,1
204,1.679077 1.729431 1.884766 1.924133 1.927185 1.833496 1.616516 1.385498 1.297913 1.289368 1.303711 1.467590,1
205,1.671448 1.697388 1.830139 1.983643 1.998291 1.912537 1.611328 1.278992 1.157837 1.147156 1.318054 1.486511,1
206,1.642151 1.841125 2.506104 3.744812 4.224243 3.365173 1.440430 -0.470886 -1.207581 -0.640564 0.614624 1.349182,1
207,1.649170 1.738892 1.986389 2.570190 3.787231 4.907227 5.010071 4.510803 3.129883 1.159973 -0.841980 -1.942139 -2.202148 -1.739807 -0.480652 0.595093 1.200562 1.517029,1
208,1.641846 1.754761 1.918030 1.959839 1.797180 1.518860 1.279602 1.247864 1.389771 1.545410,1
209,1.629028 1.738586 2.194519 3.430786 6.035767 7.993774 8.067322 5.572205 1.313477 -3.071594 -5.404968 -5.429382 -3.395996 -0.634766 0.914917 1.529236,1
210,1.632385 1.706238 1.894836 2.307129 3.030396 3.528748 3.499756 3.011780 2.045898 0.870972 -0.140686 -0.554199 -0.448914 0.172424 0.904541 1.355591,1
211,1.635742 1.713562 1.931458 2.426758 3.139038 3.421326 3.246460 2.458801 1.231079 0.003662 -0.620422 -0.607300 0.108948 0.935364 1.396790,1
