index,signal,label
212,1.651306 1.750183 1.909485 1.964722 1.846924 1.568604 1.309814 1.239319 1.308594 1.487122,1
213,1.619873 1.761780 2.410278 4.075317 5.924072 6.062317 3.899231 0.546570 -2.406921 -3.310242 -2.187195 -0.104675 1.124878 1.538086,1
214,1.654663 1.786499 1.940308 1.968689 1.872559 1.648560 1.388550 1.240540 1.230164 1.368713 1.510010,1
215,1.658936 1.708069 1.856995 2.023621 2.024231 1.819458 1.521301 1.273804 1.214600 1.316223 1.508789,1
216,1.665955 1.697083 1.824646 1.975098 2.004700 1.870117 1.558533 1.269531 1.181030 1.211853 1.417542 1.548462,1
217,1.654663 1.701355 1.799316 1.800232 1.810303 1.742249 1.617432 1.477966 1.418762 1.425171 1.437073 1.533203,1
218,1.663208 1.726990 1.794434 1.838684 1.817627 1.747131 1.656189 1.557007 1.477051 1.439819 1.430054 1.461487 1.527100,1
219,1.678162 1.948242 2.778015 4.152222 4.483643 3.602905 1.454468 -0.737915 -1.502380 -1.214294 0.230103 1.174927,1
220,1.669922 1.754150 1.900635 1.935730 1.796570 1.575012 1.359253 1.273804 1.352539 1.513977,1
221,1.661987 1.734009 1.840210 1.885681 1.869202 1.762085 1.635132 1.502686 1.385803 1.329346 1.345520 1.445312 1.525879,1
222,1.666260 1.770630 2.108765 2.860718 3.619385 3.732605 3.125916 1.938477 0.669861 -0.169983 -0.274963 0.058899 0.688171 1.251221 1.531372,1
223,1.663208 1.735229 1.811829 1.815491 1.722717 1.588745 1.482239 1.443481 1.494446 1.570435 1.614075 1.634521 1.641541 1.650696 1.645508 1.634216 1.632690 1.644897 1.645508 1.634521 1.635742 1.636047 1.628113 1.637573 1.640930 1.630859 1.628418 1.656799 1.691284 1.700134 1.678467 1.674805 1.655273 1.618042 1.587524 1.570129 1.579895 1.585083 1.610413 1.625977 1.644592 1.678467 1.763306 1.809387 1.792603 1.683960 1.563110 1.457520 1.436768 1.479492,1
224,1.655579 1.815186 2.400208 3.896790 5.743713 6.297913 4.909058 2.015686 -1.251831 -3.311768 -3.425293 -1.937866 -0.042725 1.112061,1
225,1.615295 1.737061 2.248535 3.604431 6.037292 7.147522 6.433105 3.028870 -0.900269 -3.671265 -4.282227 -2.988281 -0.424194 1.170959 1.832886 1.980286 1.767578 1.487732 1.276245 1.221313 1.275940 1.488342,1
226,1.654053 1.716614 1.845703 2.001953 2.046204 1.954651 1.714172 1.444397 1.227417 1.188354 1.262207 1.412354 1.515808,1
227,1.656494 1.727295 1.923828 2.166443 2.225342 2.091980 1.737976 1.335754 1.041870 1.013489 1.114807 1.343384 1.515198,1
228,1.638184 1.796265 2.255859 3.231506 4.687500 5.781250 5.978088 4.982910 2.817383 0.374451 -1.971436 -3.222656 -3.208313 -2.175598 -0.521851 0.723572 1.365662,1
229,1.637573 1.713257 1.985474 2.615967 3.748169 4.658813 4.871826 4.241028 2.639771 0.824280 -0.970459 -1.825256 -1.754456 -0.981445 0.207520 1.061707 1.481323,1
230,1.652222 1.726685 1.874390 1.925354 1.818237 1.587830 1.380310 1.287842 1.344604 1.495361,1
231,1.657104 1.815796 1.994629 2.044373 1.891479 1.576233 1.273804 1.178589 1.217957 1.421204,1
232,1.629333 1.718445 1.960144 2.507019 3.602600 4.508362 4.551086 4.169312 3.114319 1.562500 -0.098877 -1.204224 -1.520081 -1.412048 -0.557556 0.473938 1.113586 1.446838,1
233,1.685791 2.003479 2.738342 3.136597 2.821350 1.734619 0.508728 -0.012207 0.174866 0.930176 1.398315,1
234,1.670227 1.896362 2.816772 5.242004 9.999695 9.999695 9.999695 9.999695 6.860962 -5.144653 -9.128418 -9.109497 -9.085083 -8.401489 -2.516174 0.386353 1.383362,1
235,1.622009 1.743469 2.083130 2.546082 2.615356 2.049255 1.226807 0.656738 0.604858 1.045532 1.438599,1
236,1.618958 1.717224 1.867065 1.901855 1.753845 1.506348 1.311646 1.282349 1.408691 1.548157,1
237,1.656189 1.843567 2.061462 2.075806 1.805725 1.433411 1.160889 1.134949 1.331177 1.530762,1
238,1.685486 1.802368 1.842957 1.835327 1.740723 1.575623 1.437683 1.395569 1.383972 1.474304,1
239,1.644592 1.705933 2.058105 3.081970 4.654236 5.151367 3.966675 1.420288 -1.033630 -2.008362 -1.503906 0.090637 1.158142 1.545410,1
240,1.683044 1.792908 1.895752 1.864624 1.697693 1.529846 1.411743 1.397095 1.475220,1
241,1.690063 1.793823 1.891785 1.868896 1.716919 1.506958 1.344910 1.334229 1.434021 1.544495,1
242,1.668701 1.785583 2.026062 2.194214 2.129822 1.866455 1.491699 1.124573 0.957336 1.025391 1.268921 1.480713,1
243,1.669006 1.751709 2.102051 2.846985 3.392334 3.083801 1.941833 0.613403 -0.247192 -0.202332 0.519104 1.202698 1.517334,1
244,1.679687 1.748352 1.841431 1.893616 1.885071 1.814575 1.692810 1.544800 1.416626 1.333008 1.317749 1.378174 1.482544,1
245,1.608276 1.711731 2.085876 2.843628 3.480530 3.529663 3.168945 2.350159 1.265259 0.193481 -0.397949 -0.537720 -0.214539 0.513000 1.123962 1.453857,1
246,1.655884 1.736145 1.893311 1.953125 1.937256 1.809998 1.588745 1.366577 1.262207 1.250000 1.358032 1.502686,1
247,1.658325 1.900940 2.626038 4.360657 6.679993 7.455139 6.307373 3.143616 -0.746155 -3.626099 -4.449158 -3.511963 -1.265564 0.493469 1.330566,1
248,1.660156 1.697998 1.794434 1.843872 1.847229 1.818237 1.727295 1.586914 1.462402 1.397400 1.380310 1.435547 1.519775,1
249,1.675415 1.854248 2.413635 3.754272 5.332031 5.679932 4.716187 2.344971 -0.437622 -2.383118 -2.914734 -2.170105 -0.476074 0.805054 1.401978,1
250,1.642151 1.730042 2.035828 2.848511 4.245605 4.804382 4.267883 2.466125 0.189514 -1.476746 -1.678772 -0.944214 0.301819 1.112671 1.485291,1
251,1.689758 1.819763 2.039490 2.139587 2.101440 1.936646 1.672974 1.353149 1.117249 1.035156 1.103516 1.286926 1.453552,1
252,1.612854 1.719666 2.121582 2.985840 3.757629 3.744202 2.690430 1.165466 -0.254822 -0.791016 -0.320129 0.649414 1.306152,1
253,1.664124 1.761475 1.883850 1.905518 1.719360 1.463623 1.308594 1.329956,1
254,1.674500 1.790771 1.887512 1.880493 1.723328 1.529846 1.407471 1.419373 1.502686 1.545410 1.551819,1
255,1.663818 1.803284 2.183838 3.029480 4.273682 5.039978 5.000305 3.976135 2.219849 0.242920 -1.543579 -2.298279 -2.141418 -1.143494 0.184631 1.076660 1.486816,1
256,1.641235 1.694946 1.824036 1.889343 1.892700 1.722412 1.499939 1.338196 1.318665 1.396790 1.533813,1
257,1.651917 1.727905 1.898193 2.067871 2.095337 1.966858 1.700439 1.401367 1.138916 1.063843 1.205444 1.409302,1
258,1.655273 1.713867 1.823425 1.865234 1.782227 1.629333 1.476746 1.396484 1.424561 1.502686 1.548767,1
259,1.683350 1.791992 1.904907 1.909790 1.885986 1.778564 1.611938 1.429749 1.332397 1.293030 1.286011 1.412354 1.525879,1
260,1.655884 1.712952 1.798401 1.872864 1.848145 1.768799 1.702576 1.674805 1.650696 1.612854 1.562500 1.475525 1.430054 1.455078 1.469727 1.477051 1.521301,1
261,1.649475 1.717834 1.790161 1.810913 1.779785 1.712036 1.620789 1.509705 1.411133 1.405334 1.430969 1.477051 1.531067,1
262,1.691895 1.798096 1.903381 1.899719 1.906128 1.734924 1.527405 1.322632 1.307678 1.293640 1.333008 1.484680,1
263,1.640625 1.703186 1.851196 1.953125 1.956177 1.756897 1.516113 1.348267 1.322327 1.403809 1.530457,1
264,1.664429 1.712036 1.893311 2.167664 2.213440 1.979370 1.548157 1.140137 0.993347 1.111755 1.376953 1.548462,1
265,1.686401 1.790771 1.861572 1.868896 1.848145 1.690674 1.531067 1.388550 1.374512 1.355591 1.430359 1.548462,1
266,1.616516 1.996460 2.979736 5.419006 7.872314 8.328552 6.024475 1.316223 -3.230896 -5.313416 -5.267944 -2.794800 -0.164795 1.109009 1.547546,1
267,1.692810 1.837769 2.011108 2.060547 1.909790 1.606750 1.319275 1.230774 1.256714 1.457520,1
268,1.643677 1.760254 1.947937 2.020874 1.931763 1.674194 1.391907 1.268921 1.283264 1.427307 1.531067,1
269,1.655884 1.700439 1.802063 1.867065 1.857605 1.851807 1.736450 1.594849 1.447144 1.350098 1.358032 1.354065 1.418457 1.492920 1.548767,1
270,1.661682 1.724854 1.841431 1.954346 1.979980 1.915283 1.771240 1.588440 1.420898 1.276245 1.221924 1.275940 1.392517 1.515808,1
271,1.653748 1.748352 1.907349 1.981201 1.886292 1.614990 1.339417 1.248474 1.332092 1.509094,1
272,1.688843 1.873169 2.321167 3.134460 3.926697 4.249268 3.925171 2.951355 1.669312 0.367432 -0.720825 -1.148682 -1.003723 -0.307922 0.590515 1.204834 1.495972,1
273,1.663208 1.697083 1.790161 1.826477 1.816711 1.828613 1.720886 1.602783 1.452332 1.423340 1.438293 1.432495 1.513062,1
274,1.666260 1.719055 1.882019 1.935425 1.916199 1.711426 1.461792 1.293030 1.263733 1.299744 1.464233 1.547852,1
275,1.656189 1.744385 1.834412 1.837158 1.716614 1.570435 1.436157 1.388550 1.419067 1.515503,1
276,1.669922 1.765137 1.848145 1.819153 1.681213 1.504517 1.394043 1.397095 1.496582,1
277,1.687012 1.831055 2.132874 2.313843 2.307434 2.001343 1.455078 0.974731 0.821533 0.825806 1.157837 1.441650,1
278,1.651917 1.763306 1.861267 1.815491 1.633911 1.434937 1.361389 1.405029 1.527710,1
279,1.685791 1.810913 1.881104 1.828003 1.630859 1.416626 1.322021 1.374207 1.514587,1
280,1.667480 1.959534 2.922363 5.098267 6.728516 6.266785 3.158569 -0.727844 -3.456421 -3.808899 -2.027283 0.185547 1.254883,1
281,1.624451 1.776123 1.880188 1.912231 1.874390 1.758423 1.610413 1.519470 1.454468 1.397095 1.468811 1.526489,1
282,1.655884 1.763306 2.080078 2.732544 4.071350 5.255432 5.364380 4.843140 3.316040 1.178589 -0.974426 -2.188721 -2.463684 -2.043762 -0.742187 0.478821 1.169739 1.506348,1
283,1.665039 1.788025 1.965027 1.787415 1.536255 1.316833 1.255188 1.373901 1.521912,1
284,1.679993 1.704102 1.809692 1.837158 1.789856 1.613159 1.413879 1.340027 1.349487 1.459045 1.552734,1
285,1.630554 1.749573 2.168274 3.159485 3.954163 3.822632 2.488708 0.745544 -0.655212 -0.940857 -0.238037 0.837708 1.405640,1
286,1.689453 1.724854 1.764832 1.816406 1.836853 1.816711 1.755371 1.715088 1.707153 1.711426 1.725769 1.711731 1.665649 1.614075 1.544189 1.464844 1.398926 1.380005 1.379700 1.379700 1.368103 1.363525 1.366882 1.440430 1.532288,1
287,1.630554 1.799622 2.233887 3.179016 3.990173 3.982544 3.157043 1.629944 0.011902 -0.919800 -1.000671 -0.256348 0.739136 1.304626 1.538391,1
288,1.637268 1.697693 1.838684 1.934814 1.905823 1.728210 1.491089 1.297607 1.270447 1.369324 1.502380,1
289,1.635742 1.694641 1.899719 2.316284 2.509155 2.334900 1.712036 1.019592 0.683289 0.731506 1.124268 1.451111,1
290,1.649170 1.811829 2.329407 3.479919 5.076904 6.024170 6.022644 5.644531 5.404663 4.244385 3.178711 1.708984 -0.260620 -2.252808 -4.131165 -4.583435 -4.164124 -2.606812 -0.586548 0.719604 1.365662,1
291,1.660156 1.763000 1.922302 1.988220 1.893616 1.683655 1.437988 1.241455 1.210632 1.326904 1.473083,1
292,1.644897 1.710815 1.822205 1.929626 1.979370 1.969910 1.855774 1.666565 1.463623 1.276855 1.208801 1.242371 1.367187 1.517334,1
293,1.636963 1.968384 2.701416 3.140869 2.829590 1.780701 0.635071 0.064087 0.240479 0.947876 1.427002,1
294,1.632385 1.716309 2.086792 3.277283 5.752563 9.257812 9.999695 9.311829 4.333496 -2.185059 -7.261658 -8.660583 -7.052002 -3.276978 -0.209351 1.173401,1
295,1.670837 1.764832 1.860046 1.854553 1.727905 1.553955 1.403809 1.334839 1.369324 1.473389,1
296,1.648560 1.697693 1.777344 1.816711 1.806641 1.705627 1.571655 1.437988 1.371460 1.376648 1.427002 1.517639,1
297,1.638489 1.702881 1.939392 2.467041 3.067627 3.233948 2.687683 1.566162 0.363770 -0.287781 -0.141907 0.530090 1.175232 1.520996,1
298,1.669006 1.828003 2.345886 3.225098 3.542480 3.062134 1.820374 0.450134 -0.333862 -0.317383 0.444336 1.179504 1.514587,1
299,1.677246 1.712341 1.725464 1.744690 1.821289 1.798401 1.797791 1.801453 1.686401 1.568604 1.406250 1.363831 1.380615 1.380920 1.462402 1.551514,1
300,1.668701 1.915283 2.250366 2.353516 2.123108 1.666260 1.174927 0.865479 0.880737 1.174011 1.436462,1
301,1.636963 1.709290 1.973267 2.579041 3.664551 4.599915 4.837341 4.198303 2.620239 0.814514 -0.913086 -1.730042 -1.651611 -0.892639 0.251770 1.073914 1.465454,1
302,1.680603 1.846619 2.222595 2.459106 2.452087 2.043762 1.481018 0.925903 0.744629 0.812073 1.145325 1.454163,1
303,1.651917 1.781616 2.115784 2.833557 4.234009 5.634766 6.147461 5.905762 4.388733 2.008057 -0.438843 -2.551270 -3.225708 -2.988892 -1.923523 -0.373535 0.726929 1.297913 1.540527,1
304,1.637878 1.694946 1.926880 2.489624 3.719788 5.224915 5.889282 5.557556 3.897705 1.491699 -0.997925 -2.762146 -3.077698 -2.479553 -0.962830 0.443115 1.233215,1
305,1.685181 1.892395 2.391357 3.421936 4.571838 5.017395 4.677124 3.257141 1.336670 -0.639343 -1.937561 -2.105103 -1.517639 -0.260925 0.800781 1.369934,1
306,1.668091 1.736450 1.908875 2.067871 2.068481 1.836853 1.470337 1.138000 1.059875 1.109009 1.362000 1.516113,1
307,1.647949 1.716309 1.873169 1.949768 1.896057 1.646118 1.373596 1.251221 1.255493 1.425781 1.550598,1
308,1.658325 1.753845 1.951294 2.037964 1.965332 1.681213 1.383667 1.224670 1.207275 1.376953 1.526184,1
309,1.671753 1.777039 1.979980 2.052612 1.975098 1.680603 1.362915 1.181946 1.156311 1.306458 1.490784,1
310,1.672974 1.729431 1.820984 1.874695 1.882019 1.824036 1.714172 1.596985 1.458435 1.330261 1.306458 1.326294 1.395874 1.478271 1.546326,1
311,1.656189 1.724243 1.849670 1.893616 1.812744 1.606445 1.427917 1.369019 1.417542 1.532593,1
312,1.656494 1.730957 1.860962 2.027283 2.149353 2.174377 2.050781 1.824036 1.580811 1.327209 1.103516 1.036377 1.074524 1.208191 1.379089 1.510010,1
313,1.642456 1.755676 2.129822 2.970276 3.703918 3.625488 2.434998 0.839844 -0.462952 -0.737915 -0.007324 0.935059 1.445923,1
314,1.649475 1.697998 1.780396 1.858826 1.876221 1.809082 1.667480 1.531067 1.396484 1.321716 1.336670 1.427002 1.522217,1
315,1.653442 1.720581 1.804504 1.840515 1.808472 1.690369 1.563721 1.434326 1.373596 1.380615 1.438293 1.522217,1
316,1.633911 1.771851 2.216187 3.347778 5.696411 7.829590 8.181763 6.510010 2.978516 -0.571899 -3.539124 -4.516296 -3.953857 -2.076416 -0.075378 0.988770 1.406555 1.548157,1
317,1.658020 1.701050 1.874084 1.993713 2.015686 1.856995 1.582947 1.329346 1.264954 1.255493 1.399841 1.534119,1
318,1.646118 1.709900 1.850586 2.277832 2.751770 2.802124 2.713623 1.953430 1.158752 0.488586 0.393372 0.414124 0.909119 1.336060 1.527100,1
319,1.674194 1.795959 1.885681 1.876526 1.683350 1.452942 1.335754 1.319275 1.443176,1
320,1.680908 1.768188 1.850281 1.842346 1.712646 1.525879 1.401672 1.380920 1.481323,1
321,1.674194 1.765747 1.824951 1.821594 1.722717 1.568604 1.437988 1.420898 1.482544,1
322,1.691895 1.839905 1.963501 1.926880 1.715698 1.460266 1.324463 1.365051 1.510010,1
323,1.685181 1.812439 2.020874 2.063904 2.023315 1.865234 1.618347 1.402588 1.226501 1.216125 1.280823 1.307983 1.407471 1.517639,1
324,1.667786 1.840820 2.500916 4.186401 7.150879 9.124756 8.710327 5.267639 0.185547 -4.513855 -6.654663 -6.195984 -3.377075 -0.509033 0.994263 1.547852,1
325,1.672974 1.779480 1.843567 1.821594 1.734619 1.569214 1.422729 1.366882 1.385193 1.501160,1
326,1.664124 1.700745 1.750183 1.795044 1.867065 1.894531 1.857300 1.723938 1.589355 1.505432 1.440735 1.420898 1.408386 1.424255 1.435242 1.467590 1.509094 1.543579,1
327,1.657104 1.709900 1.806641 1.909180 1.931763 1.889648 1.799011 1.655273 1.501465 1.357117 1.301270 1.305847 1.369629 1.477051,1
328,1.655273 1.700439 1.790466 1.883545 1.903076 1.827087 1.701660 1.566772 1.451416 1.373901 1.360779 1.394653 1.446228 1.503906 1.552429,1
329,1.663818 1.811523 2.176208 2.930603 3.925781 4.428711 4.349976 3.439636 1.961365 0.365295 -1.053162 -1.557312 -1.370239 -0.532532 0.507812 1.170959 1.483154,1
330,1.594849 1.711426 1.880493 1.921387 1.763000 1.518250 1.323547 1.309814 1.454468,1
331,1.642456 1.709900 1.864929 1.977539 1.940308 1.723938 1.470032 1.303711 1.307373 1.455078,1
332,1.687622 1.770325 1.811829 1.818542 1.758118 1.643372 1.531677 1.442566 1.424255 1.458435 1.542053,1
333,1.662903 1.738281 1.915894 2.116089 2.153320 2.083130 1.761475 1.423340 1.133728 1.094360 1.118164 1.311035 1.485901,1
334,1.663513 1.751404 1.934204 2.051392 2.018127 1.951904 1.791687 1.589050 1.381226 1.253357 1.218262 1.200562 1.247253 1.436462,1
335,1.676941 1.947021 2.638245 3.776245 4.564514 4.397583 3.084412 1.259766 -0.431824 -1.226807 -1.030273 -0.157166 0.763550 1.308289 1.537170,1
336,1.679687 1.735535 1.782837 1.802368 1.812744 1.778870 1.717529 1.636047 1.551208 1.471252 1.419678 1.405029 1.415405 1.482544 1.549377,1
337,1.687622 1.880188 2.154846 2.224121 1.979370 1.546936 1.108398 0.936279 1.064453 1.334839 1.511841,1
338,1.667480 1.764832 1.920166 2.005920 1.905518 1.642456 1.341553 1.123657 1.114197 1.301880 1.513977,1
339,1.669922 1.799927 2.046814 2.281494 2.291870 2.061462 1.677551 1.245117 0.932617 0.854187 1.003113 1.269531 1.480103,1
340,1.665344 1.767578 1.893921 1.922607 1.781616 1.581726 1.411133 1.311035 1.329956 1.430359 1.538086,1
341,1.642151 1.698303 1.834717 1.903381 1.869812 1.671753 1.438904 1.328735 1.326904 1.452637,1
342,1.647949 1.707764 1.816406 1.846924 1.798401 1.647949 1.478882 1.372070 1.387329 1.466980 1.554260,1
343,1.665039 1.732788 1.793823 1.823730 1.804199 1.745911 1.636353 1.507568 1.421204 1.383972 1.411743 1.444702 1.501160 1.541138,1
344,1.677551 1.763611 1.833801 1.827087 1.760254 1.648254 1.524963 1.423340 1.377258 1.398315 1.469727 1.540833,1
345,1.667480 1.796570 2.129517 2.849121 3.919678 4.548950 4.603577 3.893738 2.369385 0.693054 -0.951538 -1.702271 -1.643066 -0.988464 0.166016 1.016541 1.450500,1
346,1.654663 1.704407 1.749268 1.779175 1.881104 2.037354 2.125244 2.056580 1.826782 1.528015 1.229248 1.074829 1.105957 1.264343 1.423035 1.519470,1
347,1.632690 1.714478 1.793518 1.965942 2.369995 2.818909 2.799377 2.129517 1.179199 0.371094 0.134583 0.477295 1.067200 1.451721,1
348,1.688232 1.934509 2.640076 3.784790 4.131165 3.426208 1.689148 -0.116577 -0.975342 -0.874634 0.178528 1.100464 1.517334,1
349,1.683960 1.810608 2.010498 2.042847 1.968384 1.714478 1.427307 1.227112 1.220093 1.250610 1.390381 1.528320,1
350,1.614685 1.744690 2.004089 2.523804 3.414917 4.337158 4.796753 4.606018 3.649902 2.214966 0.729065 -0.692749 -1.574707 -1.678162 -1.243286 -0.303650 0.636292 1.238708 1.516113,1
351,1.660461 1.729126 1.936035 2.377014 3.251953 4.171143 4.531250 4.414062 3.520813 2.022400 0.534668 -0.841980 -1.344299 -1.236267 -0.662537 0.296631 1.031189 1.422424,1
352,1.651611 1.718750 1.997070 2.681885 4.089966 5.756226 6.509705 6.115723 4.208374 1.458740 -1.362000 -3.232117 -3.521729 -2.633972 -0.839539 0.597839 1.295471 1.525574,1
353,1.650391 1.717529 1.853333 1.992187 1.962891 1.735535 1.447449 1.258545 1.252747 1.419067,1
354,1.643677 1.695251 1.764526 1.809082 1.815491 1.786499 1.717529 1.614380 1.520081 1.434021 1.391907 1.387024 1.439209 1.520081,1
355,1.661072 1.823730 1.950378 1.930542 1.759338 1.544800 1.345825 1.260376 1.308899 1.463623,1
356,1.646729 1.705017 1.820374 1.865540 1.847839 1.690674 1.511230 1.395569 1.370239 1.460876,1
357,1.690979 1.784973 1.859131 1.883545 1.835937 1.709900 1.553955 1.382141 1.267395 1.267090 1.419373,1
358,1.641541 1.752930 1.811523 1.814575 1.799316 1.672058 1.528625 1.397705 1.376038 1.375122 1.389771 1.486511 1.550903,1
359,1.629944 1.703491 1.803589 1.840210 1.784973 1.634521 1.470032 1.357727 1.356812 1.439819 1.539001,1
360,1.661377 1.712036 1.793518 1.813660 1.749878 1.640015 1.519775 1.431274 1.427917 1.462402 1.522827,1
361,1.649170 1.878357 2.536926 4.010315 5.349731 5.469055 4.056702 1.445312 -1.110229 -2.478027 -2.479248 -1.181946 0.418701 1.248474 1.553345,1
362,1.624756 1.707458 2.007751 2.789307 4.451599 6.429138 7.061157 6.378174 4.049988 0.840759 -2.235413 -3.939209 -4.181824 -3.021851 -0.922546 0.543213 1.257935 1.550903,1
363,1.683044 1.775818 1.948242 2.167053 2.234497 2.159729 1.918335 1.594543 1.257629 1.071167 1.023560 1.149902 1.329956 1.481018,1
364,1.690979 1.764526 1.831665 1.828918 1.732788 1.581726 1.433105 1.378479 1.412354 1.517029,1
365,1.644592 1.718140 1.858826 2.029724 2.034302 1.941528 1.700134 1.420593 1.228943 1.183167 1.238708 1.551819,1
366,1.672974 1.729126 1.844177 1.845703 1.831360 1.858521 1.764221 1.631470 1.510010 1.401062 1.391907 1.380920 1.354370 1.443481 1.527405,1
367,1.678162 1.791382 2.084351 2.731934 3.845520 4.713745 4.762878 4.122620 2.729492 0.967407 -0.655823 -1.527100 -1.679382 -1.167297 -0.078735 0.823975 1.318970 1.539001,1
368,1.683960 1.788940 1.846924 1.837158 1.715088 1.545715 1.419067 1.391602 1.443787 1.537476,1
369,1.634216 1.709595 1.893005 2.089844 2.130737 1.956177 1.607361 1.253662 1.098633 1.122742 1.310730 1.501465,1
370,1.668396 1.738281 1.862488 1.979370 1.995544 1.888428 1.679993 1.452637 1.275635 1.216125 1.270142 1.392212 1.506958,1
371,1.659241 1.727295 1.819763 1.874390 1.848145 1.757812 1.615601 1.467590 1.368103 1.372375 1.422729 1.514282,1
372,1.612854 1.697693 1.885681 2.286377 3.152466 4.489136 5.164490 5.068054 4.485474 3.066406 1.117554 -0.900574 -2.158203 -2.546692 -2.361755 -1.317444 0.028076 0.903320 1.369629,1
373,1.684875 1.773376 1.891174 2.038269 2.138672 2.172852 2.149658 2.038879 1.849976 1.634216 1.403809 1.191406 1.043701 0.952454 0.941162 1.031494 1.185913 1.340332 1.468201 1.544189,1
374,1.659546 1.734924 1.841736 1.871643 1.799011 1.652222 1.483459 1.402588 1.407471 1.487122,1
375,1.641235 1.710510 1.887512 2.204590 2.405396 2.319336 1.891479 1.358032 0.926514 0.820923 0.991211 1.318970 1.528931,1
376,1.679687 1.699219 1.708984 1.720581 1.730042 1.766357 1.819763 1.835327 1.789551 1.674805 1.541138 1.408997 1.354370 1.354370 1.416931 1.504822,1
377,1.683960 1.818542 2.005920 2.083130 1.961060 1.707153 1.421814 1.199646 1.130371 1.221619 1.398926 1.523743,1
378,1.647339 1.694336 1.885376 2.347717 3.258057 4.478149 5.172424 5.110168 4.028320 2.164917 0.172119 -1.633606 -2.360535 -2.168884 -1.194458 0.136414 1.060791 1.484985,1
379,1.668701 1.759338 1.840820 1.841431 1.751709 1.621094 1.471252 1.392212 1.388550 1.457825,1
380,1.690369 1.804810 1.888123 1.868896 1.739807 1.556702 1.385498 1.327209 1.378174 1.499329,1
381,1.673584 1.731873 1.764832 1.780396 1.811829 1.830139 1.772766 1.696472 1.613159 1.491089 1.389160 1.375732 1.386414 1.408997 1.444702 1.497803,1
382,1.644897 1.719666 1.818848 1.838074 1.756592 1.613770 1.455994 1.358643 1.375732 1.472168,1
383,1.601868 1.715393 1.963196 2.496033 3.511047 4.161377 4.241333 3.680115 2.261353 0.668945 -0.831604 -1.334229 -1.248779 -0.651855 0.388794 1.120300 1.484680,1
384,1.673584 1.779785 1.868286 1.883545 1.741333 1.533508 1.369324 1.340942 1.404724 1.528931,1
385,1.673584 1.812744 2.094727 2.473755 2.662048 2.591248 2.172241 1.584473 0.967407 0.541382 0.484619 0.691833 1.074829 1.383362 1.546021,1
386,1.638489 1.701660 1.781616 1.864929 1.903381 1.897278 1.841431 1.747437 1.629028 1.497498 1.374512 1.278076 1.260376 1.301575 1.406860 1.512756,1
387,1.662292 1.732788 1.809387 1.819153 1.723022 1.596069 1.459351 1.395874 1.408997 1.499023,1
388,1.650391 1.723938 1.849365 1.972656 1.953125 1.806946 1.584778 1.380005 1.253052 1.261597 1.404419 1.542664,1
389,1.640625 1.700439 1.796265 1.859741 1.840210 1.718445 1.558838 1.425171 1.380920 1.448364 1.541748,1
390,1.673279 1.778870 2.007751 2.105103 2.098389 1.812134 1.468811 1.181946 1.135864 1.163330 1.380615 1.530762,1
391,1.660767 1.749878 1.850586 1.846008 1.704712 1.519470 1.373596 1.360168 1.459351,1
392,1.677551 1.753540 1.816406 1.833496 1.820374 1.785889 1.690063 1.575012 1.462097 1.398621 1.375427 1.375732 1.406555 1.483154 1.535339,1
393,1.636963 1.703491 1.808472 1.885376 1.867371 1.758728 1.598511 1.439209 1.356201 1.349487 1.408691 1.486206 1.554260,1
394,1.665039 1.701660 1.802063 1.814270 1.799011 1.744385 1.614075 1.495972 1.397400 1.397095 1.390686 1.463013 1.542664,1
395,1.615295 1.716003 1.812134 1.835327 1.757812 1.579285 1.412964 1.360779 1.372070 1.490784,1
396,1.682129 1.758118 1.893311 2.083435 2.090759 1.932678 1.728516 1.514893 1.353149 1.287537 1.261597 1.292725 1.361084 1.392212 1.473083 1.546936,1
397,1.642761 1.699219 1.803894 2.017517 2.463684 3.255615 3.986816 4.093628 3.748169 2.833862 1.546631 0.154114 -0.856934 -1.242981 -1.081848 -0.344849 0.563354 1.181030 1.494446,1
398,1.662292 1.738281 1.878662 1.990051 1.927185 1.730347 1.495056 1.314087 1.295166 1.423340 1.535034,1
399,1.666565 1.786194 1.856689 1.828918 1.685791 1.513672 1.411133 1.395264 1.473694 1.550293,1
400,1.665649 1.748047 1.890869 2.036743 2.124939 2.120056 2.013245 1.815186 1.573181 1.318054 1.120911 1.057129 1.082458 1.189880 1.354980 1.484070,1
401,1.643982 1.715393 1.888123 2.110291 2.152405 2.062073 1.690674 1.296692 1.051941 1.021729 1.096497 1.348572 1.516724,1
402,1.640320 1.721497 2.012024 2.766113 4.275208 6.181335 7.111816 6.709900 4.481506 1.097412 -2.486877 -4.844971 -5.155029 -4.031372 -1.751099 0.188599 1.223450,1
403,1.685791 1.826782 2.026672 2.188416 2.194824 2.008362 1.701660 1.343384 1.063538 0.957947 1.023560 1.235352 1.451416,1
404,1.661072 1.719971 1.886292 2.081909 2.100830 2.061768 1.772766 1.432190 1.155396 1.100159 1.095886 1.310730 1.493225,1
405,1.653442 1.716309 1.891479 2.296448 3.164062 4.217834 4.556580 4.337158 3.581238 2.223816 0.593872 -0.864868 -1.597595 -1.716919 -1.193237 -0.093689 0.813904 1.337891,1
406,1.645508 1.733398 1.822205 1.807861 1.685181 1.542053 1.420288 1.367187 1.429443 1.542969,1
