index,signal,label
214,1.669006 1.989136 3.142700 5.871582 9.990234 9.999695 9.999695 5.175476 -2.759094 -9.090271 -9.086304 -9.009399 -3.916931 -0.216980 1.264954,1
215,1.672363 1.900940 2.565002 3.452759 3.534241 2.890320 1.505127 0.075073 -0.472717 -0.349121 0.561829 1.234436,1
216,1.671143 1.849670 2.278137 2.976074 3.406982 3.249207 2.424316 1.343994 0.299988 -0.223083 -0.162354 0.383606 1.039124 1.437988,1
217,1.692810 2.024841 3.154297 4.182434 4.079895 2.216187 -0.079346 -1.189270 -1.052246 0.364990 1.235046,1
218,1.632385 1.752930 2.145691 3.026733 4.072571 4.502258 3.963928 2.340088 0.467529 -1.086121 -1.403809 -0.866394 0.207214 1.058044 1.466064,1
219,1.683655 1.985168 2.834473 4.606018 6.143494 6.362305 4.779663 1.851196 -1.301270 -3.421936 -3.575745 -2.318420 -0.306091 0.978394,1
220,1.692810 1.904602 2.230225 2.198486 1.753235 1.207275 0.961609 1.160889,1
221,1.637268 1.749878 2.121277 3.054504 4.649658 5.657654 5.594788 4.018250 1.491089 -1.134949 -2.688904 -2.723999 -1.644287 -0.033569 1.030884,1
222,1.676941 1.942139 2.962036 5.007324 7.447205 9.545288 8.193054 2.217407 -4.036865 -7.279358 -6.905518 -2.912292 0.249634 1.385498,1
223,1.674194 1.799011 2.049561 2.677307 3.955688 4.178162 3.733215 1.858521 -0.224609 -1.103210 -1.128540 -0.058594 0.977783 1.424561,1
224,1.688843 1.876831 2.172852 2.229309 2.001038 1.526184 1.090698 1.023254 1.193237,1
225,1.670532 1.955872 2.900085 4.791565 5.353088 4.132690 1.217041 -1.590576 -2.362061 -1.624756 0.259399 1.236877,1
226,1.711731 1.940002 2.361755 2.570190 2.414551 1.829529 1.130066 0.646362 0.641174 0.960693 1.367187,1
227,1.727905 2.012939 2.618408 3.176880 3.296204 2.759399 1.672668 0.463562 -0.248718 -0.220947 0.390625 1.095581 1.473083,1
228,1.593628 2.023315 3.151550 4.349976 4.263916 2.426453 0.054321 -1.318665 -1.151123 0.215759 1.210937,1
229,1.710510 2.027283 3.034363 4.705811 5.060730 3.863220 1.232300 -1.272888 -1.907043 -1.386108 0.308228 1.231689,1
230,1.668396 1.871338 2.382202 3.619995 4.763184 4.737549 3.917236 2.113647 -0.061646 -1.514587 -1.895752 -1.363831 0.015869 0.990601 1.432190,1
231,1.663513 1.841736 2.322693 3.178711 3.518372 3.272095 2.146301 0.791321 -0.304565 -0.452576 -0.057678 0.779419 1.333923,1
232,1.598206 1.765442 2.364502 3.428650 3.622131 2.421875 0.594788 -0.476990 -0.221558 0.989075 1.768799 1.970825 1.860962,1
233,1.702881 1.920166 2.361145 2.450562 1.995850 1.299438 0.808411 0.839233 1.228027,1
234,1.668091 1.851196 2.443848 3.997803 4.985657 4.856567 2.889404 0.256653 -1.773071 -2.030640 -1.167908 0.445557 1.275330,1
235,1.668701 1.853333 2.336121 3.399658 4.686890 5.177307 4.567871 2.683105 0.410156 -1.607361 -2.267456 -1.813354 -0.443420 0.782166 1.398926,1
236,1.712341 2.123108 3.407898 6.279907 8.185425 6.977539 2.015991 -3.240967 -5.528564 -4.552307 -1.213684 0.830078,1
237,1.678467 1.821289 1.956177 2.027893 2.036133 1.921387 1.682739 1.460876 1.225281 1.155701 1.187439 1.229553 1.341248 1.472778,1
238,1.643677 1.781616 1.979370 1.935730 1.663208 1.337280 1.230469 1.363831,1
239,1.728821 1.955566 2.391052 2.508240 2.363892 1.842041 1.136475 0.689697 0.593567 0.847778 1.265259,1
240,1.716309 1.900635 2.039490 2.037354 1.797791 1.469727 1.229248 1.153564 1.234741 1.413574,1
241,1.685791 1.945190 2.563171 4.225159 5.974731 6.252441 5.368652 2.518616 -0.649109 -2.968750 -3.279419 -2.584229 -0.538940 0.807495 1.401062,1
242,1.651611 1.893005 2.859497 5.448303 8.560791 8.866577 5.914612 0.607605 -4.268799 -6.163025 -5.119019 -1.888123 0.425415 1.374512,1
243,1.688538 1.966248 2.332764 2.304687 1.828003 1.200562 0.832214 0.930481 1.293945,1
244,1.649170 1.918640 2.689209 4.232483 5.529175 5.534058 3.785400 0.913086 -1.836853 -3.084412 -2.712402 -0.818787 0.797729,1
245,1.726685 2.040405 2.859497 4.488831 5.346375 5.134277 3.225708 0.559082 -1.844482 -2.548828 -2.038879 -0.399780 0.842285 1.422119,1
246,1.653137 1.771851 2.027588 2.081909 2.069702 1.824646 1.451721 1.163330 1.092834 1.120300 1.391602,1
247,1.735229 1.917725 2.342224 2.486267 2.483215 2.039795 1.424561 0.826416 0.735779 0.774231 1.119385 1.422424,1
248,1.656494 1.893311 2.545166 3.157043 2.971802 1.828003 0.503845 -0.116272 0.227661 1.050415,1
249,1.696777 2.014465 2.492065 2.454224 1.802979 1.009827 0.654297 0.917053 1.380615,1
250,1.659851 1.749573 2.039185 2.960510 4.052124 4.132385 3.336792 1.493225 -0.457764 -1.256409 -1.213074 -0.035706 0.977173 1.433105,1
251,1.638794 1.772766 2.242737 3.606873 4.610596 4.504700 2.671509 0.290527 -1.292114 -1.427917 -0.361023 0.892334 1.455078,1
252,1.640930 1.770630 2.097168 2.240601 2.048035 1.514893 1.061707 0.969849 1.217041,1
253,1.676331 1.987305 3.026123 5.455322 7.142029 6.669312 3.515930 -0.850525 -4.081726 -4.760132 -2.866821 -0.240173 1.082764,1
254,1.628113 1.939087 2.810669 4.649658 5.526123 4.837952 2.101746 -0.959473 -2.437744 -2.205200 -0.381775 0.931396 1.436462,1
255,1.647949 1.790161 2.256470 3.563232 5.027466 5.108032 3.812866 1.319275 -1.182251 -2.246704 -2.008667 -0.468750 0.825195 1.405029,1
256,1.690063 1.830444 2.122192 2.149353 2.089539 1.781006 1.383667 1.101990 1.055298 1.117859 1.393738,1
257,1.663818 1.839600 2.306824 2.971191 3.151245 2.576904 1.449585 0.335999 -0.021667 0.305481 0.996704 1.428223,1
258,1.699524 2.009277 2.809448 3.699036 3.748779 2.928162 1.394043 -0.137939 -0.796204 -0.552368 0.456848 1.217346,1
259,1.696777 1.899719 2.444153 3.492737 4.428101 4.540405 3.610229 1.944275 0.130005 -1.302795 -1.610413 -0.939941 0.288086 1.239929,1
260,1.682434 1.748352 1.886292 1.987915 1.944580 1.914062 1.906433 1.859131 1.752930 1.616821 1.467590 1.354370 1.299438 1.254883 1.207581 1.217957 1.348877 1.474915,1
261,1.564331 1.943359 3.181763 4.454651 4.409790 2.488708 -0.040283 -1.496277 -1.421204 0.047913 1.127014,1
262,1.701050 2.042847 2.901001 4.345703 5.089111 4.819641 3.108826 0.852051 -1.339722 -2.145691 -1.831055 -0.520325 0.733032 1.366882,1
263,1.667480 1.969299 2.972717 4.115601 4.183350 2.610779 0.378418 -1.051025 -1.175232 0.011597 1.055908,1
264,1.713257 1.986389 2.825928 3.562317 3.504028 2.405396 0.752563 -0.396423 -0.580750 0.142822 1.036682 1.448975,1
265,1.676941 1.988831 2.862854 4.483032 4.884644 4.284363 2.026672 -0.486755 -1.726685 -1.760254 -0.562744 0.776367 1.388245,1
266,1.638489 1.746216 2.174683 3.392944 4.875488 5.110779 3.691406 1.104431 -1.372986 -2.150879 -1.594238 0.059814 1.121826,1
267,1.651001 1.856384 2.675171 4.783630 6.217957 5.504150 2.210999 -1.575012 -3.364258 -2.876282 -0.564575 0.955200,1
268,1.651001 1.864624 2.592468 4.261780 5.983887 6.231079 4.470520 1.397705 -1.749268 -3.319092 -2.967224 -1.163940 0.532532 1.348267,1
269,1.643372 1.835937 2.493896 4.137878 5.290527 5.102539 2.901611 -0.014954 -2.096558 -2.341614 -1.154480 0.506897 1.313171,1
270,1.690979 2.022095 2.875366 4.669189 5.791016 5.769348 4.006653 1.173706 -1.717224 -2.955017 -2.779541 -1.353455 0.331726 1.220093,1
271,1.742554 2.085266 2.989502 4.953308 5.538940 5.446777 3.358765 0.581055 -1.956177 -2.485046 -2.324829 -0.644531 0.730896 1.365051,1
272,1.694946 1.813049 2.165222 2.369385 2.383118 2.144775 1.602478 1.030884 0.832214 0.818481 1.048584 1.380310,1
273,1.656189 1.847229 2.327576 3.388062 4.121704 4.145508 3.175964 1.544800 -0.144958 -1.018982 -0.953674 -0.231628 0.777588 1.362915,1
274,1.715393 1.936340 1.974792 1.755981 1.396484 1.181946 1.217346 1.456299,1
275,1.594543 1.834412 2.415771 3.666992 4.187927 3.854980 2.381287 0.543213 -0.594482 -0.778503 -0.132141 0.834351 1.330872,1
276,1.659546 1.833496 2.066650 2.031555 1.680908 1.276855 1.121826 1.277466,1
277,1.699219 1.755371 1.884460 2.001343 2.014160 1.974487 1.914368 1.801147 1.641541 1.470947 1.306763 1.242676 1.174622 1.170349 1.267090 1.414185,1
278,1.631470 1.903992 2.808838 4.491272 5.086670 3.938599 1.090393 -1.497498 -2.111816 -1.159973 0.430908 1.313171,1
279,1.729431 1.936646 2.580566 3.430176 3.624268 3.564453 2.472534 1.160278 -0.133972 -0.422668 -0.294800 0.428772 1.112366 1.443787,1
280,1.626282 1.770020 2.210693 3.445435 4.913330 5.016479 4.176636 1.852722 -0.778809 -1.996765 -2.185059 -1.093445 0.455017 1.224670,1
281,1.681824 1.889954 2.476807 3.760681 4.368896 4.157715 3.082581 1.279602 -0.510254 -1.248779 -1.289062 -0.350647 0.754395 1.318970,1
282,1.694641 2.003479 2.950439 4.411621 5.283508 4.646301 2.589417 -0.204468 -2.083740 -2.181396 -1.062622 0.374451 1.261292,1
283,1.669922 1.784668 2.450867 4.259033 5.854187 6.033936 4.178467 0.974731 -2.150269 -3.170166 -2.659912 -0.698853 0.799561 1.385498,1
284,1.643982 1.847534 2.528992 4.281311 6.089478 6.313782 4.493713 1.160278 -2.183838 -3.497925 -3.136902 -1.161499 0.584717 1.363525,1
285,1.732178 2.026978 2.149048 1.933289 1.494446 1.082153 0.997314 1.188660 1.442261,1
286,1.643066 1.769104 2.297974 3.704224 6.077576 6.886597 6.200562 3.062134 -0.666504 -3.479004 -3.888245 -2.885742 -0.589294 0.853882 1.468201,1
287,1.640625 1.794434 2.234497 3.531799 4.610596 4.727173 3.399963 1.132812 -1.144104 -1.738892 -1.588135 -0.067139 1.020508 1.467590,1
288,1.731262 2.346191 4.331360 8.108826 9.701538 7.584534 1.589355 -4.448547 -6.889648 -5.864563 -1.965942 0.542297 1.420898,1
289,1.721802 1.872864 2.061157 2.070312 1.981201 1.758728 1.446228 1.195679 1.110535 1.151733 1.352844,1
290,1.654358 1.778564 2.014160 2.321777 2.533875 2.493286 2.168579 1.693420 1.175232 0.763855 0.633545 0.783997 1.115417 1.412354,1
291,1.659546 1.874695 2.483215 4.007568 4.756470 4.550171 2.880859 0.456238 -1.431885 -1.872864 -1.334229 0.229492 1.130981,1
292,1.639709 1.749878 2.077942 2.929993 4.571838 5.450439 5.220032 3.857422 1.484070 -1.040039 -2.441101 -2.645264 -1.666260 -0.003967 1.056824,1
293,1.699829 2.236328 3.637085 5.530396 5.964355 4.821472 1.853638 -1.317749 -2.849121 -2.766724 -1.198120 0.518494 1.341858,1
294,1.674194 1.898193 2.487183 3.837891 5.250549 5.443420 4.649658 2.633057 0.071716 -1.965637 -2.653809 -2.271423 -0.764160 0.584412 1.286316,1
295,1.709900 2.034302 2.688599 4.143372 6.322632 7.463074 7.601929 6.399231 3.345642 -0.099487 -3.459778 -4.837646 -4.682312 -3.622437 -1.493530 0.208740 1.123352,1
296,1.714478 2.052307 3.121033 4.240112 4.269409 2.687073 0.429993 -1.094666 -1.269836 -0.165710 0.971069 1.444702,1
297,1.686096 2.025757 2.966614 3.557129 2.936401 1.331177 -0.097351 -0.375061 0.461426 1.269531,1
298,1.705627 1.933289 1.977539 1.761169 1.441956 1.228027 1.184082 1.310120,1
299,1.722717 2.049866 2.331848 2.160034 1.582031 1.004028 0.853882 1.161499,1
300,1.684570 1.799927 2.037659 2.217407 2.137146 1.792908 1.410828 1.121826 1.059875 1.204834 1.435242,1
301,1.716309 1.784363 2.040100 2.193909 2.132874 2.118225 1.941833 1.596985 1.217041 1.050110 1.040039 0.982361 1.147461 1.371460,1
302,1.669006 1.884155 2.596436 4.249878 5.747375 5.917969 4.122620 0.865479 -2.450256 -3.666992 -3.056030 -0.830383 0.801086,1
303,1.716003 2.207031 3.966675 8.123779 9.999695 9.999695 9.999695 9.999695 9.549561 -4.606934 -9.143982 -9.128113 -9.110107 -9.082947 -8.394775 -2.453003 0.459595,1
304,1.672363 1.878357 2.485962 3.476562 4.011841 3.658752 2.347412 0.646057 -0.704346 -0.937195 -0.185852 0.808411 1.407166,1
305,1.724854 2.099304 3.072510 5.734558 7.161255 7.107849 4.284363 -0.184631 -3.815918 -4.564209 -3.919373 -1.013489 0.685120 1.432495,1
306,1.658936 1.887207 2.546387 4.223938 5.692749 5.845947 4.163818 1.167297 -1.813965 -2.958984 -2.634888 -0.923462 0.631409 1.353760,1
307,1.647034 1.934814 2.807312 5.048828 6.527100 6.285706 3.621826 -0.268555 -3.240356 -3.866577 -2.653503 -0.266724 1.025085,1
308,1.650391 1.754150 2.089844 2.916260 3.450317 3.484802 2.540588 0.969238 -0.195923 -0.562439 -0.386658 0.592041 1.250000,1
309,1.710510 2.126465 3.346863 5.997925 6.848450 6.080933 2.367554 -1.782532 -3.939209 -4.182129 -2.185974 0.167847 1.196289,1
310,1.631775 1.771851 2.343750 3.802490 4.886475 4.675903 2.710266 0.180969 -1.642761 -1.822510 -0.690613 0.725098 1.385193,1
311,1.719055 2.055969 2.841187 3.875427 4.175720 3.748779 2.355957 0.485229 -1.038818 -1.505737 -1.080017 0.108948 1.039124 1.477051,1
312,1.675110 1.988220 2.944336 4.695129 5.566101 4.793701 2.283630 -0.587158 -2.404480 -2.412415 -0.914917 0.678711 1.434631,1
313,1.707764 1.827698 2.235413 3.095703 3.885193 4.096680 3.544006 2.262268 0.741272 -0.642700 -1.157837 -0.896912 -0.001526 0.840149 1.321411,1
314,1.652222 1.844177 2.353821 3.585205 4.680786 4.847412 3.889465 1.853638 -0.288391 -1.594849 -1.641235 -0.819702 0.450439 1.225586,1
315,1.723633 2.149353 3.357544 4.514771 4.365234 2.591858 0.151367 -1.431885 -1.490173 -0.182495 1.002197,1
316,1.723633 2.010193 2.838440 4.532166 6.064758 6.406250 5.181580 2.457886 -0.635681 -3.203735 -3.944702 -3.277283 -1.353760 0.389404 1.269531,1
317,1.646423 1.804810 2.317505 3.643188 5.799561 6.819153 6.114502 3.128967 -0.614014 -3.417664 -4.178467 -2.811584 -0.433350 0.935669 1.441040,1
318,1.692200 1.849976 2.266541 3.172913 4.031982 4.282227 3.833313 2.424927 0.748291 -0.834961 -1.355286 -1.135559 -0.209351 0.801697 1.367493,1
319,1.653442 1.810608 2.316895 3.612061 5.180054 5.438538 4.448853 2.077026 -0.661926 -2.302246 -2.536011 -1.407166 0.219727 1.155090,1
320,1.652832 1.767578 2.213135 3.366089 4.860840 5.085449 3.919983 1.741333 -0.522766 -1.912537 -1.803894 -0.650024 0.675659 1.332092,1
321,1.657410 1.901855 2.550964 3.927917 5.360413 5.802917 4.992065 2.803040 0.252075 -2.072449 -2.915649 -2.521667 -1.064758 0.436096 1.248779,1
322,1.663818 1.866150 2.072144 2.116699 1.905518 1.521606 1.127014 0.999146 1.081543 1.340332,1
323,1.640625 1.822815 2.413330 3.980103 5.919189 6.252441 4.952393 1.922607 -1.441040 -3.248291 -3.330994 -1.727295 0.171204 1.155396,1
324,1.662903 1.798096 2.154541 2.335205 2.173767 1.598816 1.041260 0.879517 1.061401 1.400757,1
325,1.681519 1.998596 3.013000 5.035706 5.893555 4.847412 1.785889 -1.439514 -2.847290 -2.370300 -0.352173 1.000366,1
326,1.697998 2.149353 3.595276 6.813354 8.276367 7.428589 3.059998 -2.049561 -5.182495 -5.455322 -3.110046 -0.197449 1.139526,1
327,1.699524 1.784363 1.935120 2.001648 2.029419 2.031860 1.984253 1.817932 1.607971 1.418762 1.201477 1.116943 1.172180 1.220703 1.273804 1.395569,1
328,1.618042 1.795654 2.550354 4.606323 8.444824 9.999695 9.316711 4.687500 -1.430359 -6.289978 -7.448120 -6.042480 -2.293091 0.136719 1.244507,1
329,1.736450 2.127075 3.154907 4.243469 4.347229 3.131104 1.165161 -0.747375 -1.359863 -0.902405 0.327759 1.199036,1
330,1.668091 1.775818 1.947327 2.007141 1.978760 1.868896 1.676331 1.440735 1.269836 1.184082 1.187744 1.301575 1.447754,1
331,1.651001 1.805115 2.391663 3.853760 4.751587 4.361267 2.325439 -0.213318 -1.711121 -1.768799 -0.405273 0.880127 1.438904,1
332,1.663208 1.763000 2.127075 3.028870 4.230652 4.670715 4.160156 2.554626 0.657959 -1.110229 -1.771240 -1.462402 -0.262756 0.863953 1.428223,1
333,1.624451 1.752930 2.287598 3.734131 5.614624 6.093750 4.725952 1.711426 -1.503601 -3.109741 -2.919922 -1.212463 0.490417 1.310730,1
334,1.600647 1.868591 2.620239 4.300537 5.531616 5.362854 3.377991 0.535278 -1.983337 -2.706604 -2.002869 -0.218201 1.017456,1
335,1.671753 1.925659 2.585449 4.133911 5.830994 6.218872 4.897766 1.940002 -1.232605 -3.121948 -3.215332 -1.851501 0.049133 1.132812,1
336,1.739197 2.189941 3.469238 4.878235 5.125122 3.789062 1.303711 -1.170654 -2.045288 -1.733398 -0.206299 0.957336 1.449585,1
337,1.660767 1.898193 2.546692 4.059143 5.323792 5.442810 4.114685 1.625671 -0.965576 -2.339478 -2.337341 -1.192322 0.361938 1.209412,1
338,1.692810 1.835937 2.049561 2.055664 1.983337 1.755066 1.448364 1.195068 1.128235 1.157227 1.359863,1
339,1.662903 1.923523 2.701416 3.391724 3.087463 1.687622 0.215149 -0.305786 0.233765 1.131592,1
340,1.688232 1.883850 2.243958 2.612610 2.724304 2.495117 2.052307 1.424866 0.875549 0.580444 0.577393 0.815125 1.134338 1.349182 1.404724,1
341,1.741638 2.022400 2.269897 2.277832 2.081299 1.651001 1.163940 0.902405 0.850220 1.027222 1.328430,1
342,1.671753 1.849060 2.409973 3.594360 3.947754 3.462830 1.741638 -0.061951 -0.737305 -0.600586 0.526428 1.272583,1
343,1.659546 1.747437 2.005310 2.417603 2.649231 2.487793 1.934814 1.262512 0.723877 0.619202 0.878296 1.293945,1
344,1.643982 1.752930 1.991577 2.391052 2.665100 2.589111 2.122192 1.464539 0.818481 0.502930 0.589600 0.961609 1.331787,1
345,1.728516 1.992187 2.376099 2.655334 2.723694 2.865601 2.980042 2.662964 2.097778 1.105347 0.175171 -0.378723 -0.343323 0.198364 1.352539 2.746887 5.018921 7.589417 8.311768 7.394104 4.016724 -0.279236 -4.157104 -5.493164 -4.995422 -2.851562 -0.247803 1.265869 1.877136 1.934509 1.762085,1
346,1.741638 2.317200 3.723145 5.684814 7.607422 7.083740 2.903137 -1.987305 -4.967346 -5.109253 -2.438965 0.274658 1.372986,1
347,1.701355 2.380676 3.671265 4.184265 3.487854 1.557922 -0.474854 -1.234436 -0.806885 0.513000 1.295776,1
348,1.723633 2.096252 3.082581 4.623108 5.156555 4.263000 1.877747 -0.736084 -2.104187 -2.009888 -0.607605 0.785522 1.425171,1
349,1.733398 2.093201 3.067627 4.572449 5.190430 4.595642 2.454224 -0.077820 -1.968994 -2.244263 -1.324158 0.234680 1.173096,1
350,1.658936 0.918579 0.332642 0.320435 0.576782 1.474915 3.511047 5.125122 5.090332 3.057556 0.012207 -2.188110 -2.571716 -1.279297 0.461121 1.311340,1
351,1.645508 1.793213 2.242126 3.369751 4.651794 4.873657 3.988037 1.879883 -0.536804 -1.871338 -1.980286 -0.968018 0.418396 1.201172,1
352,1.644897 1.809998 2.414551 3.945312 6.645508 8.488770 8.331604 5.446472 0.977173 -3.468628 -5.792847 -5.653076 -3.609924 -0.878601 0.759888 1.439209,1
353,1.703491 1.882324 1.991272 1.936646 1.663208 1.375732 1.255188 1.281128 1.468506,1
354,1.643066 1.795654 2.356262 3.724060 5.532837 6.090698 4.671936 1.700134 -1.402283 -3.230896 -3.047180 -1.255798 0.502930 1.316223,1
355,1.622925 1.781616 2.185669 3.056946 4.050903 4.414673 3.910522 2.457275 0.762024 -0.754089 -1.244812 -0.939331 0.010681 0.935974 1.420288,1
356,1.696777 1.997986 2.754822 3.967285 4.703674 4.457092 3.143921 1.369019 -0.393066 -1.430359 -1.453857 -0.659180 0.452881 1.196899,1
357,1.663208 1.905212 2.597046 4.312744 6.354980 6.957703 5.943909 2.835083 -0.829163 -3.697510 -4.292297 -3.450012 -1.153870 0.571899 1.369324,1
358,1.650391 1.825256 2.342834 3.595276 5.630798 6.550293 6.371460 4.382629 1.282349 -1.894836 -3.609619 -3.628845 -2.513123 -0.496826 0.832825 1.441956,1
359,1.675415 1.754761 1.911316 2.086792 2.009583 1.681824 1.319885 1.145630 1.244507 1.479187,1
360,1.658325 1.751099 2.122192 3.052368 4.779663 5.686340 5.415344 3.432312 0.739136 -1.730347 -2.574158 -2.157898 -0.577087 0.974426 2.235718 3.457947 4.163818 3.929443 2.715454 1.139221 -0.346985 -1.054077 -0.853271 0.018921 0.937805 1.458435,1
361,1.666870 1.806946 2.088623 2.180481 1.972046 1.511230 1.106567 1.000061 1.134338 1.409302,1
362,1.670837 1.970825 2.786560 4.648437 6.780090 7.373047 5.686646 1.449890 -2.835999 -4.671631 -4.586792 -2.254944 0.043945 1.206665,1
363,1.678467 1.855164 2.354126 3.378906 4.479370 4.909058 4.407043 2.828064 0.924072 -0.934753 -1.808167 -1.672668 -0.741882 0.433655 1.177063,1
364,1.691284 2.030334 2.946167 4.492493 4.916992 4.358826 2.195435 -0.256958 -1.775513 -1.888123 -1.018372 0.483398 1.261597,1
365,1.643982 1.792603 2.200928 3.256836 4.761047 5.226440 4.826660 2.878723 0.504456 -1.646118 -2.190552 -1.842346 -0.529785 0.719604 1.326294,1
366,1.653137 1.770935 2.118530 2.834473 3.730164 4.211426 4.033203 3.011475 1.554565 0.060730 -0.985107 -1.159058 -0.695496 0.225525 0.993042 1.414185,1
367,1.672974 1.958923 2.942200 4.675903 5.208435 4.005432 1.283569 -1.363220 -2.283630 -1.554260 0.201416 1.201477,1
368,1.632080 1.760559 2.265625 3.608398 5.353394 5.827637 4.629517 1.910400 -0.960693 -2.646179 -2.618713 -1.189270 0.473022 1.292114,1
369,1.651611 1.762085 2.098389 2.268677 2.078857 1.581726 1.057129 0.845032 1.012268 1.337891,1
370,1.667175 1.945801 2.850952 4.163818 4.341431 3.036804 0.776367 -1.026306 -1.347656 -0.394287 0.849304 1.453247,1
371,1.717224 2.149353 3.219299 3.989258 3.789062 2.407532 0.546875 -0.696411 -0.876465 -0.028992 0.974426 1.446533,1
372,1.674194 1.900024 2.443237 3.852234 5.515747 5.939636 5.476685 3.244629 0.540771 -2.007141 -2.839966 -2.628479 -1.356506 0.242615 1.124268,1
373,1.673584 1.943665 2.763672 4.691467 5.707092 5.465088 3.133545 0.138550 -2.257385 -2.674255 -1.822510 0.048218 1.086426,1
374,1.741028 2.158813 3.219910 5.442505 6.809082 6.887207 5.175476 1.797180 -1.827393 -4.067383 -4.260254 -3.253784 -0.939941 0.638733 1.376038,1
375,1.654358 1.777649 2.059326 2.772522 3.379211 3.856812 4.291992 4.405212 3.815308 2.861633 1.345825 -0.228882 -1.556396 -2.185364 -1.911011 -0.899963 0.362854 1.166077,1
376,1.661377 1.868896 2.436523 3.851013 5.679626 6.290588 5.767822 3.410034 0.439453 -2.331543 -3.302917 -3.004761 -1.492920 0.242310 1.169128,1
377,1.658936 1.923218 2.545776 2.877197 2.423706 1.405029 0.512085 0.343628 0.842285 1.361389,1
378,1.576233 1.394958 1.336670 1.457825 1.824951 2.624207 4.066162 4.906311 4.607544 2.825012 0.525513 -1.437683 -1.932373 -1.286926 0.145874 1.123352,1
379,1.672363 1.870422 2.322998 2.596436 2.349854 1.611633 0.896912 0.661926 0.936890 1.356506,1
380,1.716614 1.873474 2.479248 3.995056 4.657593 4.439392 2.770996 0.380554 -1.489868 -1.921997 -1.421814 0.134583 1.070862 1.472473,1
381,1.726074 2.020569 2.738647 4.259338 5.052185 4.967041 3.539734 1.277771 -1.027222 -2.008057 -1.937866 -0.869141 0.530396 1.275635,1
382,1.669617 1.806641 2.241211 3.326721 5.295105 5.868530 4.692383 1.689758 -1.441345 -2.902222 -2.592773 -0.708008 0.796814 1.430664,1
383,1.650391 1.760864 2.026367 2.259521 2.264099 1.936951 1.459961 1.038513 0.946960 1.098938 1.399536,1
384,1.692200 1.873474 2.357788 3.636169 4.764709 4.757080 3.807678 1.754150 -0.459900 -1.660461 -1.853943 -0.914307 0.485840 1.238098,1
385,1.686401 1.891479 2.411804 3.265686 3.542480 3.385620 2.579041 1.355286 0.253906 -0.265198 -0.402527 0.185547 0.955811 1.383972,1
386,1.633606 1.750183 1.989136 2.346802 2.577209 2.611389 2.371521 1.867371 1.307678 0.782166 0.581970 0.650940 0.911865 1.248474 1.476440,1
387,1.713562 2.024841 2.833252 4.330444 5.556641 5.616760 4.244080 1.973572 -0.437927 -2.206421 -2.596436 -1.864624 -0.383911 0.807800 1.399536,1
388,1.679077 1.840820 2.187500 2.944336 3.552551 3.696289 3.401794 2.366638 1.179504 -0.036926 -0.534058 -0.471497 -0.020752 0.744934 1.257019,1
389,1.705933 1.849976 2.108765 2.129211 2.090454 1.822510 1.424561 1.119690 1.049805 1.055908 1.285095 1.465149,1
390,1.738892 1.970825 2.067566 1.956177 1.603699 1.265869 1.169739 1.272888,1
391,1.680603 1.933594 2.534180 4.147644 5.037537 5.076904 3.704224 1.286621 -1.127014 -1.950684 -1.984863 -0.751343 0.644531 1.309814,1
392,1.724243 2.023010 2.780762 4.391479 6.017151 6.477661 5.477295 2.828369 -0.195923 -2.904358 -3.758850 -3.228455 -1.425171 0.307617 1.208496,1
393,1.654053 1.781616 2.213135 3.286438 5.039673 5.844421 5.518494 3.483582 0.688477 -1.971130 -2.941895 -2.660522 -1.139832 0.448303 1.275330,1
394,1.664429 1.764221 2.143555 2.535400 2.451477 1.784973 1.001282 0.639038 0.834656 1.311340,1
395,1.608276 2.182922 3.847656 7.099609 9.268494 8.140259 3.736267 -1.731567 -5.880432 -6.507263 -4.032593 -0.808716 0.857544,1
396,1.631165 1.752319 2.109070 2.986755 4.396362 5.035706 4.773865 3.424072 1.318665 -0.755310 -1.852417 -1.952515 -1.175537 0.064697 0.862122 1.246948 1.430054,1
397,1.702881 2.022400 2.929993 4.558411 4.948730 4.369202 2.031250 -0.532837 -1.885376 -2.043762 -0.900879 0.635071 1.360779,1
398,1.700745 2.050476 3.125916 5.869141 9.999695 9.999695 9.999695 6.620789 -1.716309 -8.676147 -9.097290 -9.054260 -5.023193 -1.003418 0.873108,1
399,1.621399 1.814880 2.243958 3.250732 4.956055 5.866699 5.844116 4.404602 1.832275 -0.891418 -2.818909 -3.048706 -2.381287 -0.727539 0.649414 1.324768,1
400,1.726990 1.891785 2.583618 4.390259 6.318665 6.425476 4.231262 0.905762 -2.077637 -3.236694 -2.517090 -0.716553 0.730591 1.398926,1
401,1.712646 1.957397 2.541504 3.776550 5.044556 5.512695 5.162354 3.466187 1.185303 -1.168518 -2.498779 -2.503662 -1.772766 -0.366821 0.762634 1.364136,1
402,1.687012 1.812439 2.009583 2.026062 1.969910 1.662903 1.345215 1.166687 1.144104 1.224670 1.456299,1
403,1.612854 2.489014 3.933411 4.624634 4.432983 3.162231 1.574097 0.151062 -0.661926 -0.776672 -0.524597 -0.335999 0.084534 0.815125 1.371765,1
404,1.684875 1.906433 2.642517 3.993530 4.346313 3.413391 1.271362 -0.722961 -1.271973 -0.690002 0.657959 1.353760,1
