index,signal,label
41,1.638184 1.781921 2.322083 3.707886 5.153503 5.428467 4.103394 1.501770 -1.253967 -2.564087 -2.378235 -0.817871 0.645142 1.320801,1
42,1.626587 1.787720 2.479858 3.175659 2.658081 1.119690 -0.007019 0.169067 1.076965,1
43,1.625366 1.785583 2.152710 2.697144 3.068237 2.933350 2.276306 1.411438 0.553894 0.055542 0.087891 0.538330 1.080017 1.429443,1
44,1.715393 2.251892 3.530273 3.958740 2.767029 0.747681 -0.675049 -0.628662 0.590210 1.358032,1
45,1.661987 2.072144 3.332520 5.141602 5.623779 4.006958 1.006165 -1.894531 -2.767029 -1.771851 0.135498 1.229553,1
46,1.676941 1.855469 2.001648 1.993408 1.950684 1.627502 1.300049 1.208191 1.177979 1.239319 1.445312,1
47,1.723328 2.107239 2.335205 2.000427 1.284180 0.875549 0.978394 1.381836,1
48,1.669006 1.822510 2.160950 2.164307 2.129822 1.675720 1.175537 0.981445 0.941467 1.116943 1.446533,1
49,1.725464 2.290649 3.928833 6.220703 6.903076 5.124817 1.548767 -2.164307 -3.894958 -3.398743 -1.205750 0.626221 1.404724,1
50,1.620483 1.802673 2.422791 4.024963 5.744629 6.047668 4.190063 0.997925 -2.121887 -3.143311 -2.374268 -0.422363 0.952148 1.475830,1
51,1.709290 2.185974 3.465271 5.249023 5.928040 4.832153 2.162781 -0.768738 -2.528076 -2.516174 -1.168213 0.345459 1.110229 1.379395 1.477966,1
52,1.673889 2.042542 2.404175 2.530823 2.389526 1.863403 1.250916 0.694275 0.621948 0.780029 1.160583 1.447449,1
53,1.664124 1.799927 2.011719 2.015991 1.719666 1.347961 1.153259 1.249695 1.420288,1
54,1.689453 1.811829 2.057495 2.075195 1.702881 1.203613 1.042480 1.231384,1
55,1.573486 1.751099 2.253418 2.646484 2.418518 1.591187 0.709534 0.393066 0.781555 1.328735,1
56,1.630554 1.788940 2.333374 3.522644 4.373474 4.159241 2.553101 0.517883 -1.061707 -1.241150 -0.416565 0.726624 1.348877,1
57,1.626587 1.849365 2.604065 4.155273 5.181580 4.941101 3.055115 0.490112 -1.813660 -2.461853 -1.692200 0.032959 1.124878,1
58,1.620178 1.773682 2.481384 4.372559 7.180481 8.341675 6.734619 2.397461 -2.487793 -5.449219 -5.275879 -2.712097 -0.104675 1.148682,1
59,1.643677 1.798096 2.313843 3.410645 4.284668 4.212952 2.883911 0.994568 -0.760193 -1.307678 -0.825195 0.343933 1.186523,1
60,1.669922 1.859741 2.021484 1.847839 1.460571 1.209106 1.292419,1
61,1.725464 1.977539 2.128296 2.128601 1.705017 1.213684 1.055298 1.054077 1.374817,1
62,1.658325 1.827393 2.058411 1.962891 1.542053 1.162415 1.134338 1.390381,1
63,1.743469 2.218323 3.318787 4.129639 4.106445 2.791138 0.891724 -0.791626 -1.159363 -0.557861 0.599060 1.297302,1
64,1.622314 2.035522 3.919067 7.753296 9.999695 8.410034 1.540527 -5.512695 -7.610779 -5.492554 -1.346436 0.921936,1
65,1.712036 2.119751 2.547607 2.366943 1.570740 0.781555 0.619812 1.059265 1.464233,1
66,1.673279 1.848755 1.976318 1.842957 1.516113 1.251221 1.243591 1.418762,1
67,1.701660 2.150574 3.240051 6.002808 9.999695 9.999695 9.999695 4.648743 -2.527161 -8.400574 -9.094238 -7.869263 -3.362732 -0.205078 1.166077,1
68,1.658936 1.820679 2.078552 2.107544 1.871033 1.472168 1.136169 1.084595 1.265564,1
69,1.705627 2.178345 3.594055 5.945435 7.008667 6.090393 2.937622 -0.815430 -3.700867 -4.148560 -2.705383 -0.333252 1.044922,1
70,1.629944 1.757507 2.098694 2.216187 1.880493 1.315002 1.001587 1.098938 1.413574,1
71,1.634216 2.028198 3.497925 6.982422 9.442444 8.254395 2.528076 -6.502380 -5.187073 -1.318359 1.036987 1.427917 1.163330 1.105042 1.071472 1.350708,1
72,1.683044 2.245483 4.085388 7.479248 8.713989 6.136169 0.470886 -4.542236 -5.781555 -3.667603 -0.254822 2.076721 5.035095 8.595276 9.999695 9.999695 9.999695 6.892700 0.885925 -5.395508 -9.129639 -9.109192 -9.055786 -4.559631 -1.410522 0.234375 1.151428,1
73,1.734314 2.034607 2.180786 2.045593 1.598206 1.151733 1.055908 1.207581 1.471252,1
74,1.646729 1.937561 2.506714 2.500916 1.655884 0.772095 0.571594 1.085815 1.479492,1
75,1.704712 1.927490 1.989441 2.010498 1.785278 1.470642 1.192627 1.193237 1.206360 1.452026,1
76,1.698608 1.940918 2.027283 2.062073 1.871338 1.508179 1.137390 1.101074 1.063538 1.296387,1
77,1.651611 1.850891 2.356873 2.820435 2.936401 2.390442 1.268005 0.154724 -0.010376 0.332642 1.055908 1.410522,1
78,1.687622 1.890259 2.073975 2.097168 1.872864 1.512451 1.152344 1.057434 1.138916 1.349792,1
79,1.599426 1.893921 2.970276 5.525513 7.185669 6.189880 2.489624 -1.971436 -4.343567 -3.861084 -1.217651 0.718994 1.419067,1
80,1.723328 2.120667 2.592773 2.481079 1.623535 0.914612 0.769043 1.106873 1.335449 1.417847 1.456299,1
81,1.702576 2.079773 2.374268 2.064819 1.363831 0.838623 0.916138 1.336060,1
82,1.655273 1.968994 3.140259 4.506836 4.444885 2.216187 -0.470276 -1.474915 -0.906067 0.661621 1.365967,1
83,1.698608 1.953430 2.091064 1.977539 1.551819 1.163025 1.076965 1.272583,1
84,1.652222 1.759338 1.913452 2.032776 2.050171 1.900940 1.639404 1.354675 1.138306 1.107178 1.166687 1.318665 1.457825,1
85,1.563416 1.954041 2.850647 4.553223 5.316467 4.885864 2.755737 -0.020447 -1.766663 -1.281433 0.848999 3.239746 3.898926 2.834778 1.048889 -0.771484 -1.625366 -1.351624 -0.198364 0.896912 1.452026,1
86,1.633911 1.782837 2.033386 2.106934 1.854553 1.392822 1.123657 1.081848 1.348572,1
87,1.639709 1.853027 2.457886 3.498535 3.929138 3.504944 2.231750 0.559998 -0.717163 -1.058350 -0.399475 0.661926 1.314087,1
88,1.674194 1.922913 2.705688 3.763733 4.026489 3.032837 1.253662 -0.451965 -0.973206 -0.297546 0.784607 1.385498,1
89,1.623535 1.784058 2.271423 3.153687 3.824768 3.772888 2.731323 1.231689 -0.234985 -0.834656 -0.570679 0.310059 1.087952 1.463623,1
90,1.621704 1.781616 2.251892 3.170471 3.695984 3.457336 2.413025 0.891113 -0.386047 -0.767212 -0.329285 0.642395 1.257935,1
91,1.707764 2.152405 3.241577 4.010010 3.467407 1.691895 -0.163574 -0.858765 -0.346069 0.744324 1.371155,1
92,1.713867 2.021790 1.970215 1.737061 1.425781 1.193237 1.155701 1.317749,1
93,1.667175 1.928101 2.040100 2.042236 1.677246 1.262207 1.119080 1.085510 1.338196,1
94,1.692810 2.015381 2.857666 3.795776 3.841553 2.996216 1.416016 -0.186462 -0.887756 -0.677185 0.344543 1.142273,1
95,1.653748 1.807251 1.987915 2.056580 1.802673 1.476746 1.295776 1.217041 1.325684 1.426392 1.432495 1.472168,1
96,1.638489 1.790466 2.256470 3.222656 4.071655 4.104004 3.087158 1.484680 -0.191650 -1.125488 -1.036987 -0.074463 0.918274 1.428833,1
97,1.628113 1.856079 2.716370 3.479004 2.877502 1.102905 -0.231628 -0.164795 0.888977 1.454468,1
98,1.618652 1.754761 2.350159 4.104614 6.414795 6.989441 5.025635 0.808716 -2.976379 -4.466553 -3.617249 -0.907898 0.944214 1.775513 1.941223 1.888733,1
99,1.661377 1.799927 2.021484 2.052002 1.845703 1.477661 1.231384 1.175537 1.274414 1.474609,1
100,1.670837 1.791687 2.122498 2.186890 2.022705 1.524353 1.080933 1.002808 1.180420 1.466064,1
101,1.656494 1.890564 2.670898 3.959656 4.629517 3.870850 1.818848 -0.385132 -1.492004 -1.159058 0.060730 1.255493 2.324829 3.885193 5.256958 5.425110 3.974915 1.425171 -1.213074 -2.515564 -2.256470 -0.804443 0.649414 1.364746,1
102,1.689453 1.756592 2.182922 3.203430 4.048462 4.010620 2.812805 1.064453 -0.571289 -1.181335 -0.780945 0.313416 1.152344,1
103,1.724548 2.281799 3.846436 6.475220 7.708740 6.795654 3.298035 -1.003418 -4.263916 -4.896240 -3.450317 -0.744019 0.880737,1
104,1.672058 2.037048 3.100586 5.364075 7.407837 7.577515 5.066223 1.031494 -2.932434 -4.699707 -4.109497 -1.874695 0.215149 1.253967,1
105,1.654968 1.928406 2.798767 4.934387 7.696533 8.689880 7.229614 3.283691 -1.289978 -4.928894 -5.775452 -4.479370 -1.673584 0.421143 1.355591,1
106,1.640625 2.036438 3.124695 5.246887 6.925354 6.870728 4.511108 0.915833 -2.580566 -4.151306 -3.705750 -1.660156 0.320129 1.297607,1
107,1.631470 1.754150 2.174683 3.082275 3.713684 3.400879 2.040100 0.417480 -0.485535 -0.405884 0.440674 1.193848,1
108,1.658325 1.793823 1.969299 2.006226 1.809082 1.455078 1.192322 1.134949 1.245728 1.458435,1
109,1.690369 2.001038 3.010864 4.084167 4.160156 2.643738 0.439453 -1.019287 -1.115723 -0.098267 0.992432 1.457520,1
110,1.736145 2.039795 2.128906 2.171936 1.902161 1.454468 1.044006 1.019897 0.986023 1.283569,1
111,1.729126 2.103271 3.146667 4.581604 4.898987 3.829651 1.510010 -0.801392 -1.669006 -1.233521 0.000916 0.955811 1.390686,1
112,1.692810 1.831055 2.203674 2.375793 1.909180 1.079102 0.678406 0.910034 1.387329,1
113,1.729736 2.110901 3.174438 5.157471 6.354065 6.113892 3.872070 0.672913 -2.439575 -3.541565 -3.033447 -1.188965 0.515442 1.336670,1
114,1.668701 1.815796 2.135620 2.241821 2.034912 1.533813 1.070557 0.943909 1.158142 1.463318,1
115,1.690674 1.945801 2.060852 1.812744 1.384277 1.116333 1.224365 1.477966,1
116,1.595459 1.756897 2.491150 4.539185 6.315918 6.153564 3.535156 -0.301514 -3.112488 -3.500671 -2.131042 -0.031433 1.156616,1
117,1.734924 2.325439 3.896484 4.885254 4.346619 1.945801 -1.089783 -2.101746 -1.613159 0.109558 1.170959,1
118,1.732178 1.999817 2.101135 1.828918 1.392212 1.142273 1.190186 1.441345,1
119,1.647339 1.745605 1.979675 2.236938 2.227173 1.796875 1.217346 0.933533 0.899048 1.247559,1
120,1.636963 1.831055 2.449341 3.745117 4.672852 4.572754 3.096619 0.979309 -1.009521 -1.659546 -1.211548 0.058594 1.048584 1.474915,1
121,1.629333 1.762085 2.277527 3.687744 5.525513 6.065979 4.902344 2.153625 -0.907898 -3.004456 -3.110657 -1.639099 0.226746 1.222839,1
122,1.640625 1.837463 2.348328 2.579956 2.128601 1.295776 0.704651 0.744629 1.226196,1
123,1.680908 2.032471 2.911987 3.991699 4.360657 3.651123 2.014465 0.159302 -1.161499 -1.286316 -0.494080 0.631104 1.302490,1
124,1.677246 1.796875 1.967163 1.990662 1.938782 1.862183 1.718750 1.533203 1.351624 1.269226 1.247559 1.236572 1.324463 1.458130,1
125,1.598206 1.792603 2.542114 4.399414 5.566101 4.754333 1.830444 -1.331177 -2.584534 -1.822815 0.111694 1.209717,1
126,1.674805 1.954041 2.307739 2.270508 1.757202 1.097412 0.766296 0.912476 1.310120,1
127,1.656799 1.831970 2.216492 2.328796 2.028198 1.402588 0.892334 0.790405 1.114197 1.421509,1
128,1.652832 1.845703 2.393494 3.775330 5.106506 5.072632 4.127502 2.041016 -0.422974 -1.962280 -2.340088 -1.582947 0.018616 1.031799 1.472473,1
129,1.744080 1.950073 2.128296 2.166748 2.148743 1.996765 1.694336 1.379089 1.051331 0.993958 1.044922 1.149292 1.345520,1
130,1.720581 1.752625 1.875610 2.498169 3.236389 2.964783 1.548767 0.014038 -0.464172 0.345764 1.238708,1
131,1.638794 2.030640 2.967529 4.133911 4.521790 3.735962 1.850891 -0.238037 -1.481018 -1.420288 -0.357056 0.818481 1.416931,1
132,1.646729 1.825256 2.113342 2.167969 1.880493 1.381531 1.018066 0.960693 1.222229 1.476135,1
133,1.648254 1.761780 2.137146 3.216553 4.662476 5.115356 4.335022 2.171936 -0.578308 -2.301941 -2.931824 -2.095947 -0.257263 0.936584 1.473694,1
134,1.609497 1.766968 2.241821 2.662354 2.587280 1.793518 0.859070 0.458984 0.633545 1.166382 1.478271,1
135,1.674500 1.843262 2.270508 2.340088 2.180176 1.577454 0.975342 0.847473 0.871887 1.292114,1
136,1.638489 1.790466 2.302551 3.464661 4.687500 4.940186 3.823547 1.704407 -0.521240 -1.868286 -1.815796 -0.663757 0.654602 1.394043,1
137,1.676025 1.867981 2.523499 3.053284 3.193665 2.297058 1.006775 0.115662 -0.153503 0.451050 1.129456,1
138,1.634521 1.764221 2.205811 3.340454 4.450073 4.530334 3.420410 1.343994 -0.926819 -2.155151 -2.230225 -0.735168 0.737000 1.427002,1
139,1.741638 2.144165 2.967224 3.379517 2.980957 1.735840 0.320435 -0.358582 -0.160217 0.700989 1.321716,1
140,1.635742 1.782227 2.097473 2.177734 1.867981 1.331787 0.969543 1.027832 1.385193,1
141,1.649780 1.850281 2.389526 3.212280 3.434753 2.807007 1.570740 0.340271 -0.206909 -0.036621 0.661926 1.256714,1
142,1.661072 1.765442 2.125549 2.236328 2.252197 1.978760 1.490173 1.016541 0.952454 0.905762 1.232605 1.464844,1
143,1.672974 1.819153 1.975708 2.002258 1.774597 1.436768 1.244507 1.180115 1.357422,1
144,1.674805 1.995850 2.827148 4.015808 4.461365 3.770447 1.963196 -0.041504 -1.340332 -1.346436 -0.377502 0.777893 1.384277,1
145,1.641846 1.768799 1.993103 2.032166 1.774292 1.416626 1.184692 1.234741 1.443176,1
146,1.664429 1.871338 1.998291 1.998596 1.715088 1.352234 1.185913 1.160278 1.358032,1
147,1.702271 2.123108 3.466797 4.858704 4.900818 2.882690 0.039673 -1.803894 -1.890564 -0.480652 0.902710 1.474304,1
148,1.701355 1.842041 2.048950 2.051086 1.930847 1.643677 1.316223 1.158447 1.142578 1.272888 1.453552,1
149,1.622314 1.751709 2.239380 3.567200 5.714417 5.980530 4.899292 1.395264 -1.746521 -2.647705 -2.079773 -0.110474 1.018372,1
150,1.679993 1.998901 3.073120 4.211731 3.803101 1.652832 -0.531921 -1.210327 -0.147095 1.081848,1
151,1.640930 1.787720 2.083435 2.386169 2.324829 1.863098 1.281738 0.839844 0.751648 1.040344 1.389771,1
152,1.741333 1.905518 2.062988 2.056885 1.901550 1.646729 1.364746 1.151733 1.072388 1.162720 1.352539,1
153,1.665344 1.838684 1.977539 1.893921 1.622009 1.336060 1.199341 1.311646,1
154,1.698608 1.843262 2.005615 2.003174 1.941833 1.765747 1.514893 1.276855 1.174927 1.146851 1.245117 1.422119,1
155,1.719360 1.970825 2.064514 1.910400 1.498413 1.126709 1.048584 1.242065,1
156,1.623535 1.751709 2.200928 3.374023 4.851990 5.328369 4.360962 2.023315 -0.560608 -2.124634 -2.084351 -0.903931 0.537720 1.306458,1
157,1.613464 1.777954 2.334290 2.957458 2.775879 1.733398 0.583801 0.161133 0.603333 1.266479,1
158,1.639709 1.758423 2.050781 2.479553 2.506409 1.900330 1.076050 0.577698 0.729980 1.224060,1
159,1.729431 2.283020 3.880310 7.119141 8.478699 7.432251 3.170776 -2.149963 -5.568237 -5.890503 -3.739624 -0.699463 0.939026,1
160,1.687622 2.131042 3.815613 7.705688 9.999695 8.798218 2.861023 -3.839722 -7.384949 -6.874084 -2.723389 0.337524 1.451111,1
161,1.701965 1.910706 2.297668 2.630005 2.598572 2.107849 1.423950 0.773926 0.515137 0.688782 1.111755 1.441956,1
162,1.663208 1.845093 2.147522 2.216492 1.908569 1.407776 1.008301 0.994263 1.336365,1
163,1.630249 1.839294 2.241821 2.239380 1.657715 0.975037 0.774536 1.101074 1.470642,1
164,1.669312 1.893921 2.672424 4.438782 6.359558 6.813049 5.278931 1.981201 -1.606445 -3.804932 -3.869934 -2.164612 -0.012817 1.145630,1
165,1.680603 1.786804 1.929932 2.021484 2.008972 1.885071 1.664124 1.420593 1.230774 1.162415 1.224670 1.357727,1
166,1.641235 1.779480 2.137451 2.407532 2.314148 1.759033 1.104736 0.755005 0.847473 1.210022,1
167,1.679077 1.900635 2.059937 1.914978 1.537476 1.220093 1.173096 1.359558,1
168,1.635742 1.828613 2.416382 3.648071 4.499512 4.286499 2.998657 1.028442 -0.788879 -1.510010 -1.176147 0.033264 0.998230 1.464539,1
169,1.658936 1.873779 2.474976 3.197937 3.232422 2.478943 1.248169 0.131226 -0.242920 0.223694 1.002502 1.454468,1
170,1.724243 2.019043 2.803345 4.350586 5.489502 5.462646 3.939819 1.525574 -0.971069 -2.456360 -2.472229 -1.312561 0.270996 1.200562,1
171,1.647034 1.770020 1.992798 2.029724 1.762085 1.375732 1.185303 1.234436 1.473694,1
172,1.640930 1.824951 2.444458 4.179993 6.120605 6.394958 4.903564 1.604919 -1.873779 -3.331604 -3.120422 -1.405945 0.406799 1.288452,1
173,1.669312 1.845703 2.272949 2.987366 3.239441 2.999573 2.270203 1.225281 0.280762 -0.166931 -0.069580 0.562439 1.190491,1
174,1.638184 1.760559 2.382202 4.228821 6.690674 7.207642 5.032349 1.237793 -2.438354 -3.683777 -2.760620 -0.661011 0.843506 1.431274,1
175,1.701355 2.011719 2.322693 2.225952 1.705017 1.125793 0.925293 1.096191 1.399841,1
176,1.726074 2.019653 2.629395 3.127747 3.056641 2.337646 1.382446 0.464783 0.028992 0.128784 0.646362 1.167603 1.459961,1
177,1.694946 2.006226 2.553101 2.637634 1.987610 1.031494 0.513306 0.576782 1.136475 1.472778,1
178,1.666565 1.921692 2.188416 2.185669 1.957703 1.501465 1.082458 0.971680 1.034241 1.337280,1
179,1.704407 1.872559 1.968689 1.973877 1.835937 1.580200 1.306152 1.254883 1.258240 1.414185,1
180,1.643372 1.815186 2.332153 3.505859 4.453735 4.406433 3.335266 1.431580 -0.521545 -1.482544 -1.415405 -0.333252 0.795288 1.346741,1
181,1.613464 1.778259 2.507324 4.339905 5.993347 5.224915 1.690979 -1.915283 -3.137817 -1.840820 0.395813,1
182,1.617737 1.795349 2.670288 5.102539 7.674255 7.690430 4.463196 -0.571899 -4.398499 -5.098877 -3.020630 -0.290833 1.112976,1
183,1.709595 2.100220 3.190613 4.263000 3.989258 2.042236 -0.465088 -1.482239 -0.957947 0.539246 1.323547,1
184,1.641235 1.783752 1.985168 1.992187 1.694946 1.326599 1.169739 1.278381,1
185,1.708984 1.895142 2.040405 1.912231 1.582947 1.249084 1.153564 1.310120,1
186,1.665344 1.834717 2.344666 3.679199 5.586548 6.065979 5.205078 2.807312 -0.285645 -2.640991 -3.423462 -2.722778 -0.728760 0.715332 1.370239,1
187,1.723633 1.995850 2.347412 2.440796 2.271729 1.730957 1.143799 0.767212 0.779724 0.986328 1.321716,1
188,1.613464 1.747437 2.087402 2.226868 1.982422 1.420898 0.997925 0.953674 1.282654,1
189,1.683350 1.804199 2.015381 2.137146 2.140198 2.120972 1.925354 1.606140 1.284485 1.027527 1.027832 1.068726 1.177673 1.335144 1.470337,1
190,1.655884 1.867676 2.508545 3.319092 3.359680 2.887573 2.930908 5.496216 8.000183 8.055115 3.972778 -2.065430 -6.110229 -7.085876 -4.243469 -0.904236 0.810852 1.440430,1
191,1.712952 2.025757 2.777405 3.686218 4.008179 3.428650 2.015686 0.416870 -0.755615 -0.872192 -0.251465 0.725708 1.322937,1
192,1.654358 1.809387 2.617187 5.071716 7.737732 7.403564 3.315430 -1.857300 -4.753418 -4.208069 -1.198425 0.797119 1.464539,1
193,1.653748 1.895752 2.663879 3.536682 3.568420 2.628784 1.000977 -0.303650 -0.596008 -0.025024 0.946960 1.434021,1
194,1.688538 1.853943 1.964417 1.974792 1.968689 1.751099 1.502075 1.243286 1.214600 1.230774 1.303101 1.453552,1
195,1.707153 1.956482 2.167969 2.180481 1.911621 1.411438 0.996094 0.939941 0.995178 1.327209,1
196,1.641235 1.883240 2.621765 4.501953 6.761169 7.369385 5.807495 1.754150 -2.499084 -4.741211 -4.620361 -2.031860 0.258789 1.280518,1
197,1.687622 1.821899 2.044373 2.171326 2.126770 2.009277 1.747742 1.422729 1.126709 1.000977 0.985413 1.128540 1.345825,1
198,1.522522 1.754761 2.107544 2.258301 2.167358 1.858215 1.448059 1.072388 0.922852 0.989075 1.218872 1.459045,1
199,1.689453 1.883850 2.166138 2.220459 1.972961 1.460876 1.034241 0.968323 1.119385 1.426697,1
200,1.651306 1.965942 3.031311 4.838257 5.177002 3.424683 0.369873 -1.893616 -2.226257 -0.754395 0.824890,1
201,1.684570 2.036133 3.004150 5.586243 7.674255 7.596130 5.540771 1.201172 -3.244324 -4.955750 -5.028992 -2.619934 -0.143433 1.057739,1
202,1.733093 1.898804 2.041016 2.022095 1.824341 1.540833 1.271667 1.181030 1.255188 1.420898,1
203,1.694641 1.985779 2.324524 2.232971 1.678467 1.050720 0.833740 1.112366 1.459656,1
204,1.720581 1.767578 1.976013 2.095642 2.198486 2.290344 2.340698 2.150269 1.938171 1.521606 1.053162 0.731201 0.621643 0.729980 1.093750 1.396179,1
205,1.690063 1.941528 2.246704 2.232361 1.812744 1.231384 0.941772 1.012268 1.348267,1
206,1.661377 1.870422 2.605591 3.359680 3.352356 2.115784 0.533752 -0.233154 -0.175171 0.778503 1.359863,1
207,1.676636 2.035522 3.403320 5.957031 6.885376 4.737549 0.481873 -3.136597 -3.932800 -2.038574 0.329590 1.347351,1
208,1.632690 1.781006 2.271729 2.663879 2.373352 1.486511 0.664673 0.514526 1.013794 1.450500,1
209,1.637268 1.769409 2.358704 3.763733 4.617920 3.949280 1.935730 -0.025635 -0.149536 1.628723 3.590088 4.268799 3.234253 1.340332 -0.664978 -1.741638 -1.697693 -0.915527 0.341797 1.145630,1
210,1.662598 1.878052 2.597656 3.678894 3.806458 2.499084 0.576782 -0.617371 -0.665283 0.432129 1.257935,1
211,1.642151 1.903992 2.843628 5.016174 5.859680 4.591675 1.221008 -2.119141 -3.049316 -2.030945 0.237427 1.316223,1
212,1.692200 1.979065 2.615051 3.699341 4.688416 4.983215 4.296875 2.697144 0.782166 -0.988464 -1.938782 -1.907959 -1.100464 0.115051 1.011047 1.458130,1
213,1.647034 1.760864 2.041626 2.231750 2.154846 1.782227 1.284180 0.996094 0.993958 1.252441,1
