value_sequence,finalLabel
-0.044708 -0.07782 -0.088959 -0.085449 -0.053406 -0.015411 0.02182 0.04303 0.057068 0.053864 0.048065 0.036163 0.024872 0.018158 0.00824 0.015869 0.013428 0.019836 0.020752 0.027618 0.041046 0.045013 0.050201 0.048523 0.042877 0.03952 0.032196 0.025177 0.013885 0.015717 0.012817 0.019684 0.027161 0.028992 0.033569 0.038147 0.038147 0.029602 0.024261 0.022125 0.022583 0.010071 0.012512 0.008545 0.002747 0.005798 0.011902 0.010376 0.012207 0.01297 0.011444 0.011597 0.013123 0.021362 0.016632,0
0.016327 0.041199 0.14267 0.453796 1.058502 1.872559 2.352448 2.451477 2.127991 1.155853 -0.099792 -1.138763 -2.139435 -2.355957 -2.221832 -1.716614 -1.196899 -0.425415 -0.113068,1
0.008698 0.047455 0.057526 0.049438 0.020905 0.001831 -0.010071 -0.027313 -0.037231 -0.030823 -0.016174 -0.004578 0.00885 0.009918 0.010834 0.006104 0.007324 0.003357 -0.001984 -0.008087 -0.013275 -0.007629 0.001373 0.011749 0.018921 0.026398 0.028687 0.029297,0
0.027771 0.032349 0.052338 0.118713 0.284576 0.591125 1.038361 1.274719 1.264801 1.198425 1.130676 0.879517 0.432739 -0.001831 -0.369568 -0.690613 -0.973053 -1.019287 -0.753479 -0.449677 -0.192413 -1e-05,1
0.0,0
0.03952 0.0914 0.116272 0.123138 0.11261 0.08728 0.048523 0.020142 0.002441 -0.002441 0.005798 0.020142 0.036011 0.04425 0.050201 0.048065 0.053253 0.050201 0.045624 0.05249 0.051117 0.05188 0.054169 0.048981 0.05661 0.047455 0.053101 0.055237 0.057068 0.056 0.048828 0.046692 0.045013 0.045776,0
0.045013 0.050507 0.057373 0.071106 0.115356 0.23468 0.470428 0.816498 1.017456 1.099854 1.066132 0.661926 0.02121 -0.667114 -1.071167 -1.15799 -1.122589 -0.957184 -0.563965 -0.242004 -0.059052,1
0.015259 0.039368 0.048676 0.051575 0.045624 0.041351 0.042419 0.048065 0.052948 0.048218 0.048218 0.040588 0.042267 0.04303 0.041962 0.041351 0.037689 0.039215 0.03891 0.03479 0.031433 0.033264 0.03067 0.034332 0.041809 0.04364 0.041656 0.040894 0.041809 0.03067 0.030365 0.026093 0.022583 0.027618 0.028076 0.034485 0.048065 0.071564 0.073395 0.077057 0.074005 0.06012 0.039215 0.02655 0.02655 0.0354 0.038147 0.037842 0.02655 0.003052 -0.024567 -0.035706 -0.041504 -0.032043 -0.02182 -0.00473 0.009308 0.020447 0.026855 0.0354 0.049133 0.058594 0.070953 0.067749 0.064087 0.056915 0.04425 0.027466 0.009003 -0.008087 -0.016632 -0.017548 -0.017242 -0.004578 0.012665 0.028381 0.03952 0.047913 0.042267 0.039215 0.032654 0.02121 0.016327 0.008698 0.00351 0.013885 0.016937 0.017853 0.021515 0.023804 0.024414 0.031738 0.039062 0.035095 0.039978 0.040436,0
0.012817 0.043335 0.053864 0.057068 0.063019 0.05722 0.047913 0.050507 0.042725 0.041351 0.053558,0
0.0,0
0.034332 0.049896 0.049744 0.050201 0.052795 0.043488 0.041809 0.03479 0.054474 0.066071 0.103912 0.13443 0.136414 0.136566 0.132751 0.091858 0.041351 -0.00946 -0.057068 -0.072327 -0.073547 -0.072784 -0.06073 -0.027161 0.00061 0.014648 0.018616 0.023804 0.023499 0.024109 0.021515 0.020447 0.023193 0.03006 0.046387 0.0737 0.095978 0.094452 0.090332 0.0914 0.091553 0.068665 0.060425 0.039062 0.034943 0.037384 0.055847 0.054626 0.034332 -0.006866 -0.03067 -0.048828 -0.063171 -0.050049,0
0.271759 0.371246 0.365295 0.289917 0.155334,0
1.483765 0.949249 0.140991 -0.634308 -1.167145 -1.586151 -1.594238 -1.570587 -1.235352 -0.789948 -0.470428 -0.283813 -0.208282 -0.15213 -0.093231 -0.010223 0.046387 0.067291 0.072937 0.055084 0.008545 -0.042114 -0.084839 -0.09964 -0.094604 -0.094299 -0.072327 -0.047913 -0.025635 -0.023956 -0.019531 -0.018005 -0.014038 -0.018463 -0.019836 -0.01358 -0.014496 -0.018005 -0.02121 -0.02182 -0.017853 -0.01709 -0.023804 -0.017242 -0.014648 -0.012512 -0.016174 -0.014038 -0.016479 -0.004883 -0.00473 -0.003357 -0.005341 -0.005798 -0.009155 -0.014496 -0.020752 -0.021515 -0.021973 -0.029755 -0.035553 -0.037384 -0.03418 -0.035706 -0.040131 -0.039062 -0.035706 -0.029144 -0.028229 -0.020599 -0.019989 -0.018616 -0.02121 -0.020447 -0.025635 -0.036774 -0.036774 -0.039062 -0.041199 -0.045929 -0.045013 -0.050201 -0.038452 -0.035553 -0.032501 -0.033112 -0.032501 -0.033875 -0.030823 -0.026245 -0.017853 0.000763 0.018158 0.012054 -0.003967 -0.020142 -0.054779 -0.094452 -0.115967 -0.109711 -0.090179 -0.0737 -0.051117 -0.040131 -0.034637 -0.029449 -0.03067 -0.026703 -0.02182 -0.027924 -0.023346 -0.024261 -0.020599 -0.018463 -0.019836 -0.013733 -0.010071 -0.003662 0.001526 -0.006256 -0.015106 -0.016327 -0.030975 -0.043945 -0.046539 -0.068207 -0.073547 -0.067596 -0.062256 -0.056152 -0.048676 -0.03418 -0.018921 -0.012817 -0.010834 -0.008698 -0.010223 -0.010529 -0.023041 -0.032501 -0.050354 -0.053253 -0.052643 -0.054932 -0.057373 -0.053711 -0.043335 -0.03952 -0.0354 -0.029602 -0.028229 -0.020447 -0.015869 -0.014954 -0.01236 -0.013275 -0.01358 -0.014801 -0.023193 -0.038147 -0.05127 -0.068512 -0.073395 -0.070343 -0.063477 -0.053864 -0.044098 -0.030212 -0.006866,0
0.0,0
1e-05 0.216217 0.557251 0.749817 0.962372 1.09726 0.735016 -0.032349 -0.747223 -1.151123 -1.185303 -1.18927 -1.194611 -0.929565 -0.525818 -0.252838 -0.102692 -0.046387 -0.045929,1
-0.051575 -0.059967 -0.05661 -0.059814 -0.053711 -0.044861 -0.038605 -0.036316 -0.031281 -0.028687 -0.020905 -0.013123 -0.013885 -0.010986 -0.012512 -0.015106 -0.019073 -0.017548 -0.014191 -0.01297 -0.014954 -0.014038 -0.006561 -0.00946 -0.011597 -0.011902 -0.005951 -0.006409 -0.00061 -0.009003 -0.015869 -0.018005 -0.018158 -0.019836 -0.008087,0
0.045319 0.20874 0.506592 0.892944 1.20575 1.332703 1.232605 0.898285 0.373993 -0.191956 -0.700531 -1.111603 -1.347809 -1.328888 -1.194 -0.808105 -0.497894 -0.28717 -0.154724 -0.072327 -0.030365 -0.015106 -0.006409,1
0.000763 0.002899 0.017853 0.034332 0.062256 0.071259 0.079193 0.056152 0.019073 -0.020752 -0.058136 -0.08606 -0.100555 -0.104828 -0.093536 -0.06958 -0.04837 -0.036011 -0.0354 -0.032959 -0.030823 -0.026703 -0.028534 -0.025482 -0.022583 -0.011292 -0.000458,0
0.036011 0.166931 0.415344 0.799255 0.990295 1.059113 1.137238 0.984039 0.440674 -0.2388 -0.826721 -1.112671 -1.131287 -1.132507 -1.086121 -0.745239 -0.423126 -0.211334 -0.099792 -0.057068 -0.045166 -0.033875 -0.02182 -0.014343 -1e-05,1
0.0,0
1e-05 0.005188 0.049896 0.155487 0.317688 0.480957 0.573578 0.577698 0.441132 0.195312 -0.099792 -0.364075 -0.523224 -0.580902 -0.561676 -0.467529 -0.319519 -0.177917 -0.085449 -0.052948 -0.049744 -0.041046 -0.032501 -0.025787,1
-0.026245 -0.027618 -0.029907 -0.023499 -0.02243 -0.032043 -0.028839 -0.021667 -0.016937 -0.010681 -0.011139 -0.009613 -0.00824 -0.005035 -0.00473,0
0.037994 0.140991 0.319214 0.511322 0.571442 0.505524 0.376434 0.219574 0.055389 -0.129089 -0.293274 -0.432434 -0.53299 -0.596619 -0.578766 -0.428925 -0.201111 -1e-05,1
0.0,0
1e-05 0.099945 0.493164 0.891571 1.166534 1.240845 1.07193 0.59494 -0.040894 -0.632019 -1.071014 -1.193237 -1.274719 -1.194611 -0.725708 -0.401306 -0.179291 -0.078735 -0.035553 -0.020294 -0.007935,1
-0.009003 -0.001221 -0.000153 0.007324 0.006561 0.007782 0.01236 0.00351 -0.00061 -0.006104 -0.007324 -0.001221 0.011292 0.017242 0.021057 0.015259 -0.003052 -0.017395 -0.03479 -0.037384 -0.042267 -0.036011 -0.033112 -0.026245 -0.030975 -0.032196 -0.010223,0
0.075836 0.273743 0.643463 1.094666 1.266327 1.346436 1.313629 0.802002 0.007477 -0.762177 -1.25885 -1.490479 -1.476288 -1.379547 -1.018829 -0.518646 -0.23468 -0.088654 -0.032501 -0.017548 -0.016632 -0.011444 -0.011292 -0.008545 -1e-05,1
0.0,0
1e-05 0.023499 0.110474 0.248108 0.473175 0.726929 0.807037 0.732727 0.603638 0.446777 0.253296 0.014801 -0.209503 -0.389557 -0.523071 -0.623322 -0.719299 -0.823059 -0.795593 -0.602264 -0.395813 -0.224457 -0.096741 -0.03479 -0.012817 -0.008392 -0.00824 -0.005035,1
-0.00885 -0.013733 -0.013428 -0.01297 -0.011444 -0.011292 -0.00351,0
0.018768 0.086517 0.257568 0.566254 0.867462 0.931244 0.943604 0.923309 0.592651 -0.053406 -0.626068 -0.904083 -0.974426 -0.996094 -0.97229 -0.682983 -0.381012 -0.17395 -0.056152 -0.021515 -0.010376,1
-0.011139 -0.011139 -0.015564 -0.022736 -0.026245 -0.024414 -0.022888 -0.026093 -0.021057 -0.015564 -0.018616 -0.018463 -0.020905 -0.016022,0
0.03067 0.131073 0.333405 0.648499 0.852661 0.933685 0.944824 0.67627 0.182953 -0.306549 -0.617371 -0.690155 -0.677185 -0.646667 -0.510406 -0.321808 -0.170441 -0.083923 -0.055542 -0.041199 -0.037537 -0.031586 -0.020142 -0.015259 -0.012817,1
-0.018463 -0.017548 -0.015564,0
-0.029602 -0.034485 -0.034332 -0.027313 -0.026245 -0.024719 -0.020905 -0.0177 -0.013733 -0.011749 -0.010529 -0.005341 0.005798 0.017395 0.032501 0.049896 0.054932 0.06424 0.116577 0.211792 0.391388 0.574951 0.576019 0.49942 0.41748,0
0.007324 0.022583 0.036926 0.046234 0.042877 0.02655 0.00412 -0.025482 -0.045776 -0.055847 -0.054779 -0.04425 -0.032959 -0.02182 -0.009918 -0.007324 -0.006561 -0.007629 -0.010529 -0.013885 -0.012665 -0.016785 -0.013885 -0.008545 -0.009613 -0.009003 -0.016479 -0.008698 -0.00885 -0.011597 -0.007935 -0.009613 -0.004883 -0.007629 -0.009766 -0.012665 -0.01236 -0.010376 -0.00473 -0.007324 -0.007019 -0.008545 -0.005188 -0.00412 0.002594 0.001373 0.008545 0.011292 0.005493 0.001526 -0.007629 -0.013275 -0.021973 -0.032196 -0.031891 -0.037231 -0.041504 -0.024719 -0.015564 -0.002747 0.006409 0.018616,0
0.016632 0.021057 0.06012 0.266113 0.925751 2.247162 4.001465 4.999847 4.999847 4.999847 3.636475 0.623627 -2.612305 -5.0 -5.0 -5.0 -5.0 -3.792877 -2.058868 -0.920868 -0.263062 -0.06958 -0.005951,1
0.020294 0.033569 0.037079 0.036316 0.039825 0.035706 0.036469 0.033722 0.027924 0.028534 0.028381 0.026093 0.027466 0.028839 0.02243 0.023193 0.023499 0.020599 0.014191 0.00946 0.009308 0.016174 0.021362 0.03067 0.044403 0.059052 0.078583 0.095367 0.097809 0.071259 0.023346 -0.031433 -0.093842 -0.128784 -0.114594 -0.067444 -0.032349 -0.014801 -0.001373 0.007324 0.022583 0.02533 0.029602 0.033569 0.029449 0.029907 0.016327 0.004272 -0.010223 -0.018616 -0.021667 -0.027618 -0.024261 -0.02121 -0.019684 -0.010834 -0.00946 -0.005951 -0.000763 0.002441 0.0 -0.003357 0.000763 0.004425 -0.000458 -0.002747 0.00412 0.006714 0.007019 0.006714 0.010834 0.007629 0.003204 0.007782 0.006256 0.0 -0.001831 -0.013123 -0.013123 -0.014496 -0.010681 -0.010529 -0.006104 -0.005035 0.000916 -0.001831 -0.002899 -0.003052 -0.008392 -0.006256 -0.006714 -0.00946 -0.014343 -0.010529 -0.008545 -0.008698 -0.010223 -0.008087 -0.006256 -0.010681 -0.011597 -0.012665 -0.013733 -0.010071 -0.013123 -0.00824 -0.004578 -0.007782 0.001526 0.010376 0.0177 0.031738 0.050049 0.046997 0.034943 0.024872 0.019226 0.007324 -0.018921 -0.055084 -0.084839 -0.102234 -0.0737 -0.014648,0
-0.01297 -0.01358 -0.00946 -0.009003 -0.009155 -0.001526 0.0 -0.004578 -0.004883 -0.005798 -0.006561 -0.00473 -0.003204 -0.003662 -0.002441 -0.006104 -0.006561 -0.007935 -0.00946 -0.004272,0
0.012512 0.040741 0.046997 0.048218 0.030212 0.00473 -0.012817 -0.027771 -0.009918 0.006714 0.016327 0.020142 0.027618 0.024719 -0.003204 -0.04364 -0.075073 -0.073395,0
0.013275 0.223236 0.538788 0.838165 0.995789 0.947113 0.660553 0.198975 -0.289917 -0.727234 -1.007538 -1.09375 -1.004028 -0.75058 -0.447388 -0.208435 -0.063629 -1e-05,1
0.0,0
-0.015259 -0.010986 -0.006866 -0.004883 -0.003204,0
0.001221 0.038757 0.132751 0.316925 0.537109 0.679932 0.702515 0.562286 0.252075 -0.121155 -0.470581 -0.683289 -0.752716 -0.690765 -0.522156 -0.295258 -0.126801 -0.041351 -0.015411,1
-0.016327 -0.022888 -0.020905 -0.020142 -0.013275 -0.010223 -0.016785 -0.019226 -0.026093 -0.033722 -0.032349 -0.033112 -0.023346 -0.018158 -0.010681 -0.005493 -0.005951 0.001526 -0.003815 -0.001526 0.00473 0.001068 0.003052 0.003815 0.011597 0.02182 0.025482 0.022278 0.024109 0.015717 0.005646 0.015106 0.036926 0.084839 0.107422 0.110016 0.112152 0.076294 0.011444 -0.024872,0
0.150909 0.825806 2.115173 3.498993 4.319305 4.546051 3.68454 1.408081 -1.040192 -3.863525 -5.0 -5.0 -4.576874 -3.262939 -1.739197 -0.700989 -0.218506 -0.048523,1
0.003357 0.013275 0.014343 0.027313 0.034943 0.047913 0.048828 0.050354 0.050049 0.040436 0.026093 0.017853 0.011292 0.011444 0.010834 0.009918 0.015106 0.01709 0.023956 0.027924 0.028992 0.032043 0.032043 0.029297 0.024719 0.02182 0.015411,0
0.0,0
-0.005188,0
-0.000153,0
0.108795 0.08255 0.043488 0.000305 -0.030365 -0.042572 -0.05188 -0.037231 -0.019836 -0.006866 -0.002899 -0.002136,0
0.001678 0.017853 0.068207 0.191803 0.380554 0.606537 0.758362 0.787048 0.634155 0.302429 -0.09201 -0.463867 -0.697021 -0.77713 -0.724792 -0.565796 -0.329285 -0.085754 -1e-05,1
0.0,0
1e-05 0.189819 0.53894 0.924683 1.172028 1.210937 1.058502 0.684509 0.172882 -0.355835 -0.81665 -1.115265 -1.187744 -1.085815 -0.845947 -0.54184 -0.2771 -0.096893 -0.020905 -1e-05,1
0.0,0
-0.561218 -0.571289 -0.526886 -0.409088 -0.255585 -0.114746 -0.030823 0.018005 0.030365 0.041962 0.046387 0.045624 0.046844 0.048065 0.04715 0.048065 0.052185 0.052032 0.053406 0.045013 0.0354 0.021362 0.007172 -0.002899 -0.024109 -0.026703 -0.022278 -0.01709 0.0 0.013733 0.025177 0.034332 0.038147 0.030975 0.025787 0.014496 0.003357 -0.001984 -0.011444 -0.014191 -0.019989 -0.016479 -0.01358 -0.001373 0.008698 0.010529 0.014343 0.022888 0.026703 0.023651 0.018005 0.019379 0.021667 0.027618 0.028839 0.023041 0.016022 0.00946 0.003967 -0.009766 -0.014191 -0.0177 -0.01358 -0.006256 -0.001068 0.005951 0.012512 0.015259 0.010986 0.010986 0.011597 0.014496 0.015717 0.019379 0.02243 0.027313 0.020905,0
0.013123 0.018463 0.067902 0.27298 0.77713 1.721191 2.663574 3.001862 3.21167 3.175964 2.138672 0.3508 -1.394806 -2.69165 -2.938538 -2.89978 -2.677307 -1.883545 -1.194763 -0.444641 -0.155945 -0.056305 -0.027771 -0.019073 -0.014496 -0.009613,1
-0.011444 -0.00946 -0.011292 -0.009766 -0.009003 -0.001984 -0.007935 -0.005951 -0.003662 0.004425 0.002899 0.006104 0.005646 0.01297 0.023041 0.020905 0.016937 0.004883 -0.012054 -0.022125 -0.038452 -0.049744 -0.054626 -0.058441 -0.053253 -0.043793 -0.034485 -0.02243 -0.016632 -0.01709 -0.006561 -0.012207 -0.00946 -0.008087 -0.007019 -0.000305 -0.001984 -0.006409 -0.001678 0.002594 -0.002747 -0.010834 -0.007477 -0.010681 -0.013885 -0.014954 -0.005951 -0.00351 -0.003052 -0.001831 -0.001831 -0.005188 -0.005341,0
-0.026398 -0.023651 -0.024872 -0.025635 -0.02655 -0.023956 -0.019379 -0.024109 -0.018311 -0.00351,0
0.004425 0.013733 0.034943 0.131531 0.328369 0.700684 1.088257 1.173706 1.167603 1.040039 0.553589 -0.06424 -0.700531 -1.167755 -1.338806 -1.300354 -1.224365 -0.881348 -0.476379 -0.207825 -0.066528 -0.01358 -0.002899,1
0.001678 0.003815 0.005798 0.000763 -0.004883 0.007019 0.007935 -0.000458 -0.000153 0.002899 0.005341 0.00412 0.003815 0.00824 0.010834 0.00885 0.013733 0.011139 0.00824 0.00351 0.001526 0.002289 0.002747 0.016327 0.024567 0.033875 0.036926 0.023499 0.010834 0.009155 0.004578 0.014954 0.018158 0.014038,0
0.01297 0.025787 0.103607 0.278931 0.556335 0.823364 0.964966 0.956116 0.777283 0.423584 0.012665 -0.430908 -0.804443 -1.04248 -1.074982 -0.95993 -0.714111 -0.436249 -0.21637 -0.085297 -0.023804,1
0.001526 0.008392 0.012665,0
0.004425 -0.001373 -0.007019 -0.022278 -0.022583 -0.025024 -0.023651 -0.016174 -0.002289 0.004272 0.012665 0.021362 0.027161 0.031433 0.039673 0.037842 0.042419 0.043182 0.045013 0.036163 0.026245 0.016785 0.006256 0.004425 0.007172 0.003815 0.009003 0.028229 0.047455 0.049896 0.053101 0.046692 0.033875 0.003357 -0.019379 -0.040894 -0.060425 -0.06485 -0.052948 -0.037842 -0.014954 -0.004883 0.010376 0.026855 0.045013 0.07019 0.075378 0.079651 0.075378 0.062103 0.025024 -0.005798 -0.039978 -0.07019 -0.069122 -0.063477 -0.054169 -0.015106,0
0.0,0
0.0,0
0.0,0
1e-05 0.10498 0.25116 0.358429 0.424652 0.551453 0.753174 0.912628 0.899963 0.707397 0.29129 -0.229645 -0.691071 -0.976562 -1.07193 -0.993347 -0.78949 -0.561676 -0.368805 -0.206146 -0.097046 -0.040131 -0.004272,1
0.015106 0.014191,0
0.01297 0.014648 0.043182 0.147552 0.361633 0.666656 0.913696 1.004028 0.902405 0.545654 0.052795 -0.451355 -0.843201 -1.04187 -1.027679 -0.84671 -0.540161 -0.262146 -0.094147 -0.012512,1
0.014648 0.019226 0.015869 0.01297 0.008087 0.007324 0.005188 0.01297 0.012054 0.017242 0.013733 0.016785 0.017242 0.015259 0.008698 0.014343 0.015411,0
0.019836 0.002136 -0.018768 -0.035706 -0.052643 -0.055542 -0.05661 -0.049438 -0.041504 -0.033569 -0.020752 -0.014343 -0.00946 -0.011444 -0.00412 -0.003052 -0.005341 -0.006561 -0.003357 -0.01358 -0.020905 -0.024567 -0.031891 -0.035095 -0.029297 -0.030365 -0.033569 -0.035095 -0.029449 -0.027924 -0.024567 -0.019989 -0.01709 0.000916 0.014038 0.022736 0.025024 0.01236 -0.006104 -0.022888 -0.038757 -0.052795 -0.053406 -0.051575 -0.041962 -0.027924 -0.020752 -0.020447 -0.009766 -0.005798 -0.00412 -0.002136 -0.004272 -0.003967 -0.009613 -0.015869 -0.024109 -0.025024 -0.030365 -0.036469 -0.04364 -0.047302 -0.047607 -0.048981 -0.043945 -0.036926 -0.025787 -0.021667 -0.008698,0
-0.018921 -0.015411 -0.019531 -0.021362 -0.021667 -0.02655 -0.029144 -0.020142 -0.024719 -0.021667 -0.02655 -0.019989 -0.014191,0
0.016327 0.112762 0.294189 0.529022 0.731201 0.849152 0.86731 0.751038 0.502777 0.158081 -0.195618 -0.499268 -0.739899 -0.891724 -0.890198 -0.797424 -0.681152 -0.559998 -0.395966 -0.222015 -0.091553 -0.02121 -0.004883,1
-0.007477 -0.02243 -0.029144 -0.041962 -0.041199 -0.037231 -0.025177 -0.013123 -0.012207 -0.008698 -0.003357,0
0.013885 0.086365 0.210114 0.379944 0.525055 0.584564 0.522461 0.350189 0.091095 -0.192566 -0.421295 -0.566406 -0.612183 -0.574799 -0.442352 -0.270386 -0.135193 -0.057678 -0.029755 -0.021667 -0.014191,1
-0.017548 -0.011749 -0.022736 -0.018616 -0.019073 -0.018158 -0.011902 -0.016632 -0.016785 -0.014801 -0.011749 -0.015717 -0.012054 -0.010376 -0.005341 -0.002899 0.005035 0.009308 0.011139 0.014191 0.01709 0.019073 0.00824 -0.010376 -0.022278 -0.026245 -0.025024 -0.015717 -0.024719 -0.026245 -0.0177 -0.018616 -0.018311 -0.028839 -0.035706 -0.037842 -0.034943 -0.042114 -0.035553 -0.02655 -0.026855 -0.016632 -0.012512 -0.005798 -0.002747,0
0.002441 0.021515 0.025024 0.032654 0.024719 0.015564 -0.006104 -0.029297 -0.055389 -0.067902 -0.0737 -0.066223 -0.054321 -0.046387 -0.049744 -0.042114 -0.037689 -0.0383 -0.034943 -0.026093 -0.027466 -0.023804 -0.021667 -0.021973 -0.011749 -0.001526 0.01709 0.028381 0.031586 0.028534 0.011749 -0.013885 -0.039825 -0.067444 -0.085754 -0.092621 -0.093689 -0.079651 -0.064087 -0.050201 -0.034485 -0.024414 -0.018463 -0.009918 -0.010834 -0.015259 -0.018921 -0.021362 -0.015869 -0.012054 -0.011749 -0.01236 -0.015106 -0.021362 -0.0383 -0.046082 -0.046234 -0.046844 -0.048676 -0.047455 -0.037537 -0.033417 -0.038147 -0.026855 -0.027466 -0.023804 -0.013885 0.001678 0.023804 0.041504 0.055542 0.053864 0.037231 -0.001221 -0.045776 -0.082245 -0.098572 -0.08728 -0.061188,0
0.007324 0.125122 0.275879 0.396118 0.425262 0.355377 0.191956 -0.029755 -0.241241 -0.393829 -0.476837 -0.476379 -0.370483 -0.232239 -0.119171 -0.060577 -0.040436 -0.026398 -0.02182,1
-0.022583 -0.020599 -0.015411 -0.015411 -0.018768 -0.016327 -0.021515 -0.018768 -0.018768 -0.013733 -0.010529 -0.016632 -0.016479 -0.016174 -0.011749 -0.010681 -0.017548 -0.014648 -0.012817 -0.014038 -0.010681 -0.009918 -0.012665 -0.008698 -0.009766 -0.010376 -0.020294 -0.022278 -0.02182 -0.02182 -0.02182 -0.024414 -0.017242 -0.016479 -0.016937 -0.018311 -0.012207,0
0.014801 0.132446 0.371246 0.808563 1.258392 1.485596 1.64093 1.544952 0.914459 0.037689 -0.863495 -1.567383 -1.808319 -1.860352 -1.646118 -1.202545 -0.60318 -0.271606 -0.106964 -0.03891 -0.024872 -0.020294 -0.016479,1
-0.016785 -0.01236 -0.005035 -0.003815 0.001831 -0.000305 0.004425 0.008392 0.008698 0.003204 -0.002441 -0.011597 -0.019531 -0.021362 -0.016785 -0.01297 -0.001068 0.014038 0.010071 0.002594 -0.001526 -0.009308 -0.004883 0.003204 0.008698 0.011139 -0.001068 -0.02182 -0.043945 -0.060425 -0.041656,0
-0.014496 -0.01709 -0.022125 -0.020752 -0.026093 -0.017395 -0.018921 -0.013885 -0.019073 -0.015259 -0.016785 -0.009613 -0.01709 -0.015259 -0.019379 -0.012665 -0.018311 -0.014038 -0.013733 -0.01297 -0.009003 -0.001678 -0.001678 0.002594 0.001831 -0.00946 -0.02243 -0.035553 -0.041656 -0.034637 -0.031586 -0.018158,0
0.033264 0.152893 0.390472 0.730896 0.975494 1.050262 0.986633 0.740356 0.294342 -0.180359 -0.64621 -1.000824 -1.138458 -1.098175 -0.915833 -0.585175 -0.215302 -1e-05,1
0.0,0
-0.013733 -0.007172 -0.001068,0
0.002747 0.036316 0.122681 0.293427 0.577087 0.745087 0.715942 0.629883 0.470581 0.147552 -0.237427 -0.538025 -0.697937 -0.793915 -0.861816 -0.755615 -0.472107 -0.203094,1
0.056763 0.371704 0.784912 1.118927 1.239471 1.204529 0.941467 0.405731 -0.175476 -0.733337 -1.156006 -1.325684,0
0.007782 0.015259 0.024719 0.034332 0.047913 0.048981 0.054474 0.040283 0.021057,0
0.0,0
0.015869 0.019531 0.025787 0.021057 0.026093 0.028381 0.020447 0.019684 0.018921 0.023804 0.024261 0.026245 0.03067 0.020447 0.023499 0.022278 0.022278 0.024109 0.022583 0.015717 0.017853 0.018921 0.018158 0.019684,0
0.015106 0.019684 0.02655 0.035553 0.077972 0.177612 0.336151 0.503235 0.622253 0.648956 0.585327 0.408173 0.142975 -0.157928 -0.445099 -0.648346 -0.705414 -0.64209 -0.493469 -0.31189 -0.150452 -0.049896 -0.004883,1
0.018463 0.019226 0.023651 0.017548 0.023346 0.019531 0.022888 0.015869 0.018311 0.015106 0.013885 0.020599 0.025482 0.023499 0.027618 0.022583 0.010681 0.009003 0.005646 -0.001068,0
0.0,0
0.000305 0.031738 0.050659 0.057831 0.063019 0.059204 0.045776 0.041351 0.034332 0.026703 0.015106 0.008545 0.003662 -0.002594 -0.005493 0.0 0.011902 0.022278 0.028534 0.027161 0.035095 0.0354 0.032959 0.033264 0.033875 0.034027,0
0.031128 0.046692 0.130005 0.320282 0.690613 1.224365 1.435547 1.430206 1.405334 1.067352 0.380859 -0.337219 -1.017761 -1.38031 -1.39267 -1.365204 -1.21048 -0.753632 -0.368958 -0.131531 -0.023193,1
0.014801 0.019836 0.02121 0.021667 0.02533 0.028076 0.021057 0.020447 0.016174 0.016174 0.014038 0.015106 0.014648 0.018768 0.02182 0.022583 0.028076 0.02594 0.030365 0.027313 0.029907 0.030823 0.028229 0.023041 0.02182 0.015259 0.013885 0.0177 0.018005 0.018768 0.013885 0.015717 0.023041 0.020905 0.022125 0.016327 0.017242 0.016785 0.020752 0.023041 0.015564 0.017242 0.019836 0.015564 0.012207 0.017853 0.020294 0.019226 0.024872 0.027924 0.031128 0.034637 0.03479 0.03418 0.038147 0.029449 0.024414 0.014648 0.012512 0.008545 0.009308 0.014343 0.017395 0.023346 0.024261 0.023499 0.020142 0.017395 0.009003 0.004272 -0.012054 -0.011597 -0.005798 -0.00061 0.003662 0.009918 0.011292 0.013733 0.018158 0.018005 0.027313 0.037079 0.042267 0.045624 0.048828 0.046692 0.032043 0.012207 -0.008545 -0.027008 -0.031128 -0.033264 -0.035248 -0.028839 -0.019836 -0.002747 0.004883,0
0.003815 0.011749 0.06012 0.205688 0.481415 0.837555 0.991821 1.082306 1.150513 0.86853 0.235748 -0.493927 -1.022491 -1.160278 -1.147919 -1.120148 -0.900116 -0.50415 -0.225525 -0.068359 -0.002136,1
